"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","MSW93_Order","MSW93_Family","MSW93_Genus","MSW93_Species","MSW93_Binomial","X14.1_InterBirthInterval_d","X26.4_GR_MRLat_dd","X26.7_GR_MRLong_dd"
"54","Primates","Pitheciidae","Callicebus","personatus","Callicebus personatus",3,1390.8,-999,362.49,-999,-999,-999,-999,4,-999,-999,1,0.03,0.05,-999,1.01,-999,-999,-999,-999,13.03,-999,-999,2.35,-999,2,1,-999,-999,-999,"890;899;1544;1547;1605;1848;2145;2151;2344;2464;2655;2660;2986",-999,-999,-999,-999,172664.46,-16.02,-22.48,-19.25,-39.58,-43.08,-41.33,7,47.74,11,0.06,107.39,212.34,1204.53,1458.54,NA,NA,NA,NA,NA,NA,NA,NA
"55","Primates","Pitheciidae","Callicebus","purinus","Callicebus purinus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"56","Primates","Pitheciidae","Callicebus","regulus","Callicebus regulus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"57","Primates","Pitheciidae","Callicebus","stephennashi","Callicebus stephennashi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"58","Primates","Pitheciidae","Callicebus","torquatus","Callicebus torquatus",3,1209.57,-999,294.99,-999,-999,-999,-999,4,-999,-999,1,0.11,0.14,-999,1.01,-999,-999,-999,-999,10.2,-999,1683.65,3.85,-999,2,2,121.66,-999,-999,"208;730;890;1297;1544;1547;1605;1848;2151;2251;2344;2464;2520;2655;2660;2986",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"59","Primates","Cebidae","Callimico","goeldii","Callimico goeldii",3,558,-999,280,-999,491.83,-999,-999,2,-999,153.99,1,0.32,0.45,182.5,1.05,-999,214.8,50.5,-999,2.08,-999,413.84,6.85,-999,2,2,66.53,120.02,-999,"543;890;905;1125;1297;1320;1544;1547;1611;1767;1848;2151;2251;2344;2489;2493;2655;2660",-999,1.56,-999,-999,462922.05,0.97,-11.64,-5.33,-67.04,-77.15,-72.1,0,3,0,0.11,209.19,259.78,1476.2,1518.11,NA,NA,NA,NA,NA,NA,NA,NA
"60","Rodentia","Echimyidae","Callistomys","pictus","Callistomys pictus",-999,518.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,37773.91,-11.33,-13.77,-12.55,-37.36,-39.75,-38.55,17,211.59,20,0.08,123.66,239.11,1250.37,1682.91,NA,NA,NA,NA,NA,NA,NA,NA
"61","Primates","Cebidae","Callithrix","acariensis","Callithrix acariensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,79622.42,-8.06,-11.18,-9.62,-61.58,-65.11,-63.34,1,7.5,1,0.43,178.99,246.16,1329.16,1576.85,NA,NA,NA,NA,NA,NA,NA,NA
"62","Primates","Cebidae","Callithrix","argentata","Callithrix argentata",3,382.92,-999,-999,-999,609.55,-999,-999,4,-999,-999,1,-999,-999,219.6,1.84,-999,201.6,35.8,-999,7.52,-999,701.52,9.5,-999,2,2,-999,-999,-999,"543;730;890;905;1297;1544;1547;1768;2151;2344;2493;2655;2725;2986",-999,1.42,-999,-999,123514,-1.09,-5.09,-3.09,-49.38,-55.24,-52.31,1,3.87,1,0.13,171.85,254.42,1412.78,1614.39,NA,NA,NA,NA,NA,NA,NA,NA
"63","Primates","Cebidae","Callithrix","aurita","Callithrix aurita",3,386.2,-999,239.99,-999,-999,-999,-999,3,-999,140,1,0.08,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,6,-999,2,2,-999,-999,-999,"899;1544;1547;2151;2344;2655;2725",-999,-999,-999,-999,87653.49,-21.66,-24.65,-23.15,-40.97,-49.07,-45.02,14,398.77,24,0.06,148.06,188.19,1243.75,1379.49,NA,NA,NA,NA,NA,NA,NA,NA
"64","Primates","Cebidae","Callithrix","chrysoleuca","Callithrix chrysoleuca",3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2344;2725",-999,-999,-999,-999,60733.28,-3.51,-8.03,-5.77,-58.34,-60.52,-59.43,0,0.44,0,0.14,170.99,258.62,1453.35,1598.79,NA,NA,NA,NA,NA,NA,NA,NA
"65","Primates","Cebidae","Callithrix","emiliae","Callithrix emiliae",-999,309.58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1547;2986",-999,-999,-999,-999,160568.97,-5.54,-13.49,-9.52,-53.34,-56.05,-54.7,0,1.68,1,0.17,193.59,249.26,1291.21,1525.99,NA,NA,NA,NA,NA,NA,NA,NA
"66","Primates","Cebidae","Callithrix","flaviceps","Callithrix flaviceps",3,372.97,-999,239.99,-999,-999,-999,-999,3,-999,140,1,0.22,-999,-999,2,-999,-999,-999,-999,11.85,-999,-999,9.8,-999,2,2,-999,-999,-999,"899;1544;1547;2151;2344;2655;2725",-999,-999,-999,-999,27330.89,-20.39,-21.92,-21.16,-40.81,-43.12,-41.96,36,56.38,37.5,0.05,111.78,200.81,1193.67,1398.92,NA,NA,NA,NA,NA,NA,NA,NA
"67","Primates","Cebidae","Callithrix","geoffroyi","Callithrix geoffroyi",3,342,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1547;2151;2344;2655;2725;2986",-999,-999,-999,-999,132745.3,-16.9,-21.07,-18.99,-39.13,-43.62,-41.38,11,47.67,14,0.06,108.43,216.05,1237.94,1455.44,NA,NA,NA,NA,NA,NA,NA,NA
"68","Primates","Cebidae","Callithrix","humeralifera","Callithrix humeralifera",3,374.99,-999,-999,-999,-999,-999,-999,4,-999,-999,1,0.1,0.13,-999,-999,-999,180,34.5,-999,28.32,-999,-999,8.5,-999,2,2,99.01,-999,-999,"543;730;890;905;1125;1297;1544;1547;2151;2344;2520;2655;2660;2725;2986",-999,-999,-999,-999,129628,-2.27,-8.45,-5.36,-55.4,-60.5,-57.95,0,1.68,0,0.12,163.67,258.66,1433.66,1605.81,NA,NA,NA,NA,NA,NA,NA,NA
"69","Primates","Cebidae","Callithrix","humilis","Callithrix humilis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,21239.49,-5.25,-7.65,-6.45,-60.13,-61.49,-60.81,0,0.6,0,0,172.58,260.07,1483.92,1601.22,NA,NA,NA,NA,NA,NA,NA,NA
"70","Primates","Cebidae","Callithrix","intermedia","Callithrix intermedia",3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.19,-999,-999,2,-999,-999,-999,-999,19.97,-999,-999,11.5,-999,-999,-999,-999,-999,-999,"1547;2520;2725",-999,-999,-999,-999,73178.5,-4.13,-11.95,-8.04,-59.01,-60.88,-59.95,0,0.39,0,0.53,179.43,249.52,1334.37,1536.27,NA,NA,NA,NA,NA,NA,NA,NA
"71","Primates","Cebidae","Callithrix","jacchus","Callithrix jacchus",3,290.21,-999,-999,-999,555.1,152,190,5,-999,144,1,0.02,-999,159.8,2.31,-999,201.6,27.74,-999,508.18,-999,455.99,8.55,-999,2,2,60.24,96.82,-999,"208;543;579;730;890;905;1297;1299;1544;1547;1577;1594;1611;1822;2151;2344;2489;2493;2511;2520;2552;2655;2660;2725;2986",-999,1.67,-999,-999,604264.4,-2.78,-10.38,-6.58,-34.79,-45.78,-40.28,1,61.47,2,0.06,99.39,249.92,912.68,1488.61,NA,NA,NA,NA,NA,NA,NA,NA
"72","Primates","Cebidae","Callithrix","kuhlii","Callithrix kuhlii",3,374.99,-999,-999,-999,-999,-999,-999,4,-999,-999,1,0.06,-999,-999,-999,-999,-999,-999,-999,59,-999,-999,-999,-999,2,2,-999,-999,-999,"890;1547;2151;2344;2655;2725",-999,-999,-999,-999,34583.88,-14.4,-16.84,-15.62,-38.85,-40.32,-39.59,7,32.31,9.5,0.08,149.75,229.94,1475.45,1613.32,NA,NA,NA,NA,NA,NA,NA,NA
"73","Primates","Cebidae","Callithrix","leucippe","Callithrix leucippe",3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2344;2725",-999,-999,-999,-999,14616.07,-3.85,-5.41,-4.63,-55.11,-56.36,-55.73,1,1.5,1,0.16,171.99,251.2,1381.69,1571.6,NA,NA,NA,NA,NA,NA,NA,NA
"74","Primates","Cebidae","Callithrix","manicorensis","Callithrix manicorensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,18875.99,-5.31,-7.64,-6.48,-60.2,-61.51,-60.85,0,0.6,0,0,171.12,260.53,1488.51,1603.28,NA,NA,NA,NA,NA,NA,NA,NA
"75","Primates","Cebidae","Callithrix","marcai","Callithrix marcai",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,44500.24,-7.83,-12.06,-9.95,-59.48,-60.83,-60.16,0,0.77,0,0.64,183.11,243.87,1244.72,1492.05,NA,NA,NA,NA,NA,NA,NA,NA
"76","Primates","Cebidae","Callithrix","mauesi","Callithrix mauesi",-999,443.79,-999,-999,-999,-999,-999,-999,4,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"890;1547;2151",-999,-999,-999,-999,2038.88,-2.95,-3.45,-3.2,-56.56,-57.05,-56.81,3,5.75,3,0.14,143.49,261,1431.24,1643.5,NA,NA,NA,NA,NA,NA,NA,NA
"77","Primates","Cebidae","Callithrix","melanura","Callithrix melanura",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,543620.62,-8.59,-19.88,-14.23,-53.2,-65.04,-59.12,0,4.24,0,0.22,126.64,243.35,1166.8,1423.6,NA,NA,NA,NA,NA,NA,NA,NA
"78","Primates","Cebidae","Callithrix","nigriceps","Callithrix nigriceps",3,401.12,-999,-999,-999,-999,-999,-999,4,-999,-999,1,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"890;1547;2151;2344;2725",-999,-999,-999,-999,24958.88,-6.18,-8.8,-7.49,-61.41,-62.77,-62.09,0,1.33,0,0.12,181.98,256.61,1417.38,1586.97,NA,NA,NA,NA,NA,NA,NA,NA
"79","Primates","Cebidae","Callithrix","penicillata","Callithrix penicillata",3,339.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.01,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,5.9,-999,2,-999,-999,-999,-999,"1544;1547;2151;2344;2520;2655;2725;2986",-999,-999,-999,-999,1325473.3,-2.32,-23.03,-12.68,-40.15,-52.33,-46.24,1,23.65,1,0.07,117.22,219.92,1084.95,1442.42,NA,NA,NA,NA,NA,NA,NA,NA
"80","Primates","Cebidae","Callithrix","pygmaea","Callithrix pygmaea",3,123.94,-999,154.6,0,840.41,113.99,116.9,3,-999,134.44,1,0.002117904,0.003087223,182.5,1.93,-999,181.2,14.5,-999,15.9,-999,708.5,6,-999,2,2,90.73,70,-999,"208;543;730;890;905;1125;1297;1544;1547;1611;1822;1848;2151;2251;2344;2489;2493;2511;2520;2655;2660;2668;2864;2986",-999,1.56,-999,-999,1508925.87,0.59,-12.52,-5.96,-61.36,-78.52,-69.94,0,2.19,0,0.1,208.53,256.47,1483.18,1526.07,NA,NA,NA,NA,NA,NA,NA,NA
"81","Primates","Cebidae","Callithrix","saterei","Callithrix saterei",3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2344;2725",-999,-999,-999,-999,18742.81,-3.94,-6.34,-5.14,-58.04,-59.64,-58.84,0,0.75,0,0.16,164.67,260.68,1454.2,1609.58,NA,NA,NA,NA,NA,NA,NA,NA
"82","Carnivora","Otariidae","Callorhinus","ursinus","Callorhinus ursinus",2,55464.82,-999,1734.82,0,-999,-999,-999,6,120,358.49,2,-999,-999,365,1.04,0.5,420,5354.8,-999,18,-999,1683.65,-999,-999,1,2,108.69,11231.06,-999,"367;543;1015;1297;1577;1763;2151;2620;2655;2986",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"83","Rodentia","Sciuridae","Callosciurus","adamsi","Callosciurus adamsi",3,208.72,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,-999,-999,-999,1.94,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,-999,-999,-999,"1297;2152;2655",-999,-999,-999,-999,30384.46,5.47,2.22,3.84,117.88,113.3,115.59,1,9.09,1,0.16,287.63,235.52,1719.17,1747.03,NA,NA,NA,NA,NA,NA,NA,NA
"84","Rodentia","Sciuridae","Callosciurus","albescens","Callosciurus albescens",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,432350.65,5.65,-5.94,-0.14,106.08,95.18,100.63,20,92.24,28,0.14,229.28,252.45,1697.6,1774.17,NA,NA,NA,NA,NA,NA,NA,NA
"85","Rodentia","Sciuridae","Callosciurus","baluensis","Callosciurus baluensis",3,323.91,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,-999,-999,-999,"2152",-999,-999,-999,-999,20853.19,6.26,3.48,4.87,117.07,114.56,115.82,3,18.16,3,0.26,271.96,226.05,1790.43,1858.35,NA,NA,NA,NA,NA,NA,NA,NA
"86","Rodentia","Sciuridae","Callosciurus","caniceps","Callosciurus caniceps",-999,264.91,-999,211.08,-999,-999,-999,-999,-999,-999,-999,1,0.01,0.01,-999,2.19,-999,114,-999,-999,18.6,-999,-999,-999,-999,2,-999,-999,-999,-999,"32;730;1297;1971;2530;2655;2844",-999,-999,-999,-999,420861.69,20.24,2.65,11.44,103.04,97.69,100.36,3,112.44,8,0.08,183.7,249.01,1283.38,1697.82,NA,NA,NA,NA,NA,NA,NA,NA
"87","Rodentia","Sciuridae","Callosciurus","erythraeus","Callosciurus erythraeus",-999,283.23,-999,211.93,-999,-999,-999,-999,3,-999,-999,1,0.008950755,0.008781353,-999,1.94,2,193.2,-999,-999,622.69,-999,-999,-999,-999,2,1,-999,-999,-999,"32;543;1297;1573;1971;2584;2655;2799;2844",-999,-999,-999,-999,2354368.13,31.76,6.6,19.18,122.13,88.61,105.37,1,206.18,5,0.08,142.62,188.9,1101.79,1352.84,NA,NA,NA,NA,NA,NA,NA,NA
"88","Rodentia","Sciuridae","Callosciurus","finlaysonii","Callosciurus finlaysonii",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"32",-999,-999,-999,-999,723854.08,20.23,8.55,14.39,108.18,97.26,102.72,2,114.64,7,0.1,161.37,250.25,1131.43,1592.3,NA,NA,NA,NA,NA,NA,NA,NA
"89","Rodentia","Sciuridae","Callosciurus","inornatus","Callosciurus inornatus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,235249.21,23.1,17.77,20.43,106.37,100.41,103.39,5,113.42,9,0.11,129.13,198.19,1067.23,1283.09,NA,NA,NA,NA,NA,NA,NA,NA
"90","Rodentia","Sciuridae","Callosciurus","melanogaster","Callosciurus melanogaster",3,296,-999,213,-999,-999,-999,-999,4,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"679;3013",-999,-999,-999,-999,5140.87,-0.91,-2.85,-1.88,100.22,98.58,99.4,43,56.87,43,0.08,340,259,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"91","Rodentia","Sciuridae","Callosciurus","nigrovittatus","Callosciurus nigrovittatus",3,208.3,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,0.01,0.01,-999,2.36,-999,-999,-999,-999,5.75,-999,-999,-999,5,2,2,-999,-999,-999,"730;1297;1971;2152;2530;2655;2844",-999,-999,-999,-999,1450546.42,7.64,-8.78,-0.56,119.26,95.18,107.22,1,153.65,4,0.14,238.9,248.29,1667.44,1736.8,NA,NA,NA,NA,NA,NA,NA,NA
"92","Rodentia","Sciuridae","Callosciurus","notatus","Callosciurus notatus",3,209.49,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,0.02,0.01,-999,2.62,-999,115.2,-999,-999,98.32,-999,413.84,-999,5,2,2,-999,-999,-999,"32;543;730;1297;1971;2152;2530;2655;2844",-999,-999,-999,-999,1474469.76,9.25,-8.78,0.23,119.26,95.18,107.22,1,153.2,4,0.14,237.33,248.57,1665.17,1740.34,NA,NA,NA,NA,NA,NA,NA,NA
"93","Rodentia","Sciuridae","Callosciurus","orestes","Callosciurus orestes",3,323.91,-999,203.5,-999,-999,-999,-999,6,-999,-999,1,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,-999,-999,-999,"2152",-999,-999,-999,-999,35107.14,6.13,1.91,4.02,117.52,114.19,115.85,1,10.34,1,0.23,281.49,223.26,1743.05,1779.12,NA,NA,NA,NA,NA,NA,NA,NA
"94","Rodentia","Sciuridae","Callosciurus","phayrei","Callosciurus phayrei",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,99941.58,25.01,16.95,20.98,99.69,96.89,98.29,5,45.75,10,0.06,126.01,178.2,1059.71,1455.36,NA,NA,NA,NA,NA,NA,NA,NA
"95","Rodentia","Sciuridae","Callosciurus","prevostii","Callosciurus prevostii",3,400,-999,247,-999,-999,-999,-999,6,-999,46.08,1,-999,-999,-999,1.29,-999,68,16.34,-999,-999,-999,-999,-999,5,2,2,-999,-999,-999,"32;1297;1849;2152;2655;2844",-999,-999,-999,-999,1315342.19,7.06,-5.94,0.55,119.26,95.18,107.22,1,71.14,4,0.15,243.8,248.44,1686.88,1743.09,NA,NA,NA,NA,NA,NA,NA,NA
"96","Rodentia","Sciuridae","Callosciurus","pygerythrus","Callosciurus pygerythrus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"32",-999,-999,-999,-999,503627.21,27.67,16.5,22.08,104.04,90.28,97.16,1,153.56,6,0.07,170.22,214.69,1049.62,1357.19,NA,NA,NA,NA,NA,NA,NA,NA
"97","Rodentia","Sciuridae","Callosciurus","quinquestriatus","Callosciurus quinquestriatus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,21108.92,25.83,23.59,24.71,98.98,97.46,98.22,20,63.02,20,0.06,136.44,79.19,1054.64,1313.57,NA,NA,NA,NA,NA,NA,NA,NA
"98","Rodentia","Cricetidae","Calomys","boliviae","Calomys boliviae",-999,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,108148.2,-17.09,-22.5,-19.8,-63.82,-66.27,-65.04,3,11.29,3,0.09,59.05,134.45,760.61,1425.07,NA,NA,NA,NA,NA,NA,NA,NA
"99","Rodentia","Cricetidae","Calomys","callidus","Calomys callidus",-999,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.57,-999,-999,-999,-999,-999,-999,-999,"1297;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"100","Rodentia","Cricetidae","Calomys","callosus","Calomys callosus",-999,44.95,-999,-999,-999,42,55.82,48,-999,-999,21.8,2,-999,-999,21,4.91,3,-999,2.4,-999,354.3,-999,43.18,-999,-999,1,-999,18.33,12.05,-999,"730;786;890;1297;1822;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"101","Rodentia","Cricetidae","Calomys","expulsus","Calomys expulsus",-999,39.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1195.79,-999,-999,-999,-999,-999,-999,-999,-999,-999,"730",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
"102","Rodentia","Cricetidae","Calomys","hummelincki","Calomys hummelincki",1,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,333859.81,12.19,5.54,8.87,-61.01,-72.19,-66.6,0,23.88,0,0.14,105.43,258.3,1295.97,1746.07,NA,NA,NA,NA,NA,NA,NA,NA
"103","Rodentia","Cricetidae","Calomys","laucha","Calomys laucha",-999,14,-999,-999,-999,-999,-999,-999,3,-999,25,2,-999,-999,-999,5.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"890;896;1297;2034;2655",-999,-999,-999,-999,1239274,-15.11,-39.11,-27.11,-53.67,-65.97,-59.82,0,22.38,0,0.07,82.65,198.33,953.17,1186.92,NA,NA,NA,NA,NA,NA,NA,NA
"104","Rodentia","Cricetidae","Calomys","lepidus","Calomys lepidus",-999,20.59,-999,-999,-999,-999,28.8,16,-999,-999,-999,1,-999,-999,20.75,4.29,-999,-999,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"890;1297;1822;2655",-999,4.69,-999,-999,593465.1,-9.22,-23.53,-16.37,-64.61,-76.61,-70.61,0,15.44,0,0.06,74.28,67.19,667.13,1296.93,NA,NA,NA,NA,NA,NA,NA,NA
"105","Rodentia","Cricetidae","Calomys","musculinus","Calomys musculinus",-999,20.2,-999,-999,-999,-999,27.59,16.9,3,-999,20.97,1,-999,-999,-999,6.27,-999,-999,-999,-999,253.33,-999,76.03,-999,-999,1,2,-999,-999,-999,"730;890;896;1297;1822;2033;2034;2655",-999,-999,-999,-999,869814.79,-22.73,-40.5,-31.61,-57.54,-68.49,-63.02,0,28.74,1,0.08,51.57,145.66,620,975.64,NA,NA,NA,NA,NA,NA,NA,NA
"106","Rodentia","Cricetidae","Calomys","sorellus","Calomys sorellus",-999,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,205439.89,-6.35,-16.74,-11.55,-70.55,-79.24,-74.89,3,23.07,4,0.06,62.31,70.89,726.99,1342.9,NA,NA,NA,NA,NA,NA,NA,NA
"107","Rodentia","Cricetidae","Calomys","tener","Calomys tener",-999,13.8,-999,69.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1843;2655",-999,-999,-999,-999,915351.64,-12.41,-24.88,-18.65,-40.09,-49.17,-44.63,1,90.74,3,0.06,121.18,207.69,1117.14,1407.18,NA,NA,NA,NA,NA,NA,NA,NA
"108","Rodentia","Cricetidae","Calomys","tocantinsi","Calomys tocantinsi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA
