"","Parasite","genus","year","hs","first"
"102796","Echinostoma bolschewense","Echinostoma",1939,3,"not the first"
"102803","Echinostoma dietzi","Echinostoma",1923,2,"not the first"
"102804","Echinostoma jurini","Echinostoma",1924,0,"not the first"
"102805","Echinostoma nordiana","Echinostoma",1941,1,"not the first"
"102842","Euamphimerus pancreaticus","Euamphimerus",1960,2,"not the first"
"102845","Eucotyle popowi","Eucotyle",1942,1,"not the first"
"102846","Eucotyle zakharowi","Eucotyle",1920,6,"not the first"
"102847","Eumegacetes medioximus","Eumegacetes",1994,3,"first"
"102848","Euparadistomum falconi","Euparadistomum",1972,1,"not the first"
"102860","Excoitocaecum wisniewski","Excoitocaecum",1960,1,"exclude"
"102871","Galactosomum dollfusi","Galactosomum",1973,1,"not the first"
"102876","Gyrabascus brevigastrus","Gyrabascus",1935,3,"exclude"
"102886","Holostephanus cobitidis","Holostephanus",1968,2,"not the first"
"102888","Holostephanus dubinini","Holostephanus",1968,1,"not the first"
"102889","Holostephanus volgensis","Holostephanus",1962,2,"not the first"
"102937","Ityogonimus lorum","Ityogonimus",1845,4,"not the first"
"102939","Lecithodendrium rysavy","Lecithodendrium",1960,8,"not the first"
"102949","Leucochloridiomorpha constantiae","Leucochloridiomorpha",1935,7,"not the first"
"102954","Leucochloridium peturbatum","Leucochloridium",NA,0,"not the first"
"102955","Linstowiella viviparae","Linstowiella",1877,1,"first"
"102963","Lyperosomum petiolatum","Lyperosomum",1900,5,"not the first"
"103015","Metorchis crassiusculus","Metorchis",1809,3,"not the first"
"103016","Metorchis intermedius","Metorchis",1937,2,"not the first"
"103018","Metorchis xanthostomus","Metorchis",1846,13,"not the first"
"103028","Neodiplostomum attenuatum","Neodiplostomum",1906,14,"first"
"103029","Neodiplostomum canaliculatum","Neodiplostomum",1914,1,"not the first"
"103030","Neodiplostomum perlatum","Neodiplostomum",1911,4,"not the first"
"103070","Nicolla testiobliqua","Nicolla",1933,6,"not the first"
"103075","Nicolla wisniewskii","Nicolla",1958,5,"not the first"
"103091","Ophiosacculus multiglandularis","Ophiosacculus",1964,1,"not the first"
"103092","Opisthioglyphe locellus","Opisthioglyphe",NA,0,"not the first"
"103113","Opisthorchis simulans","Opisthorchis",1896,6,"not the first"
"103122","Pachytrema compositum","Pachytrema",1946,1,"not the first"
"103123","Pachytrema paniceum","Pachytrema",1942,2,"not the first"
"103124","Pachytrema tringae","Pachytrema",1926,3,"not the first"
"103136","Palaeorchis unicus","Palaeorchis",1943,2,"not the first"
"103139","Paracoenogonimus ovatus","Paracoenogonimus",1914,32,"exclude"
"103180","Parastrigea flexilis","Parastrigea",1934,1,"not the first"
"103181","Parastrigea robusta","Parastrigea",1928,2,"first"
"103193","Petasiger exaeretus","Petasiger",1909,2,"not the first"
"103197","Phagicola longus","Phagicola",1920,2,"not the first"
"103198","Philophthalmus hovorkai","Philophthalmus",1956,1,"not the first"
"103201","Philophthalmus nocturnus","Philophthalmus",1907,4,"not the first"
"103203","Phyllodistomum angulatum","Phyllodistomum",1907,2,"not the first"
"103205","Phyllodistomum dogieli","Phyllodistomum",1953,7,"not the first"
"103233","Phyllodistomum megalorchis","Phyllodistomum",1926,4,"not the first"
"103247","Plagiorchis moravicus","Plagiorchis",1993,0,"not the first"
"103257","Plagiorchis amplexihaustoria","Plagiorchis",1964,1,"not the first"
"103258","Plagiorchis miniopteri","Plagiorchis",1965,1,"not the first"
"103259","Platynosomum illiciens","Platynosomum",1901,3,"not the first"
"103308","Prosthodendrium erhardovae","Prosthodendrium",1954,3,"not the first"
"103311","Prosthodendrium magnum","Prosthodendrium",1956,3,"not the first"
"103313","Prosthodendrium raabei","Prosthodendrium",1959,2,"not the first"
"103314","Prosthodendrium rysavyi","Prosthodendrium",1971,1,"not the first"
"103315","Prosthodendrium vastetesticulorum","Prosthodendrium",1964,1,"not the first"
"103316","Prosthogonimus cuneatus","Prosthogonimus",1809,28,"not the first"
"103321","Pseudobilharziella kowalewski","Pseudobilharziella",1929,1,"first"
"103326","Pygorchis affixus","Pygorchis",1899,2,"exclude"
"103331","Renicola paraquinata","Renicola",1937,1,"not the first"
"103333","Rhipidocotyle campanula","Rhipidocotyle",1845,25,"first"
"103373","Sanguinicola inermis","Sanguinicola",1905,17,"first"
"103379","Sanguinicola volgensis","Sanguinicola",1929,11,"not the first"
"103408","Stomylotrema rotunda","Stomylotrema",1928,1,"not the first"
"103424","Strigea vandenbrokae","Strigea",1936,1,"not the first"
"103425","Stromitrema koshewnikowi","Stromitrema",1925,1,"exclude"
"103428","Tetracladium sternae","Tetracladium",1952,1,"exclude"
"103429","Tetracotyle natricis","Tetracotyle",NA,1,"not the first"
"103430","Trichobilharzia filiformis","Trichobilharzia",1938,1,"not the first"
"103431","Trichobilharzia franki","Trichobilharzia",1994,2,"not the first"
"103437","Trichobilharzia regenti","Trichobilharzia",1998,4,"not the first"
"103444","Troglotrema acutum","Troglotrema",1842,2,"first"
"103485","Tylodelphys excavata","Tylodelphys",1803,14,"first"
"103498","Typhlocoelum cucumerinum","Typhlocoelum",1928,11,"first"
"103500","Typhlocoelum cucumerinum","Typhlocoelum",1913,11,"first"
"103501","Uvitellina vanelli","Uvitellina",1819,1,"first"
"103502","Uvulifer denticulatus","Uvulifer",1819,1,"first"
"103526","Leucochloridium paradoxum","Leucochloridium",1835,5,"not the first"
"103527","Leucochloridium variae","Leucochloridium",1932,2,"not the first"
"103539","Acanthatrium alicatai","Acanthatrium",1940,1,"not the first"
"103565","Brachylaima peromysci","Brachylaima",1938,2,"not the first"
"103567","Cotylophallus similis","Cotylophallus",1920,1,"exclude"
"103575","Dicrocoelium lasiuri","Dicrocoelium",1933,0,"not the first"
"103579","Distomum variabile","Distomum",1856,0,"not the first"
"103619","Microbilharzia variglandis","Microbilharzia",1926,1,"exclude"
"103631","Phagicola nana","Phagicola",1920,9,"not the first"
"103635","Procyotrema marsupiformis","Procyotrema",1959,3,"exclude"
"103647","Urotrema shillingeri","Urotrema",1931,2,"not the first"
"103669","Accacladium arii","Accacladium",1982,0,"not the first"
"103670","Aerobiotrema acinovaria","Aerobiotrema",1981,1,"not the first"
"103671","Allolasiotocus pseudosciaenae","Allolasiotocus",1983,1,"exclude"
"103673","Allolepidapedon pristipomoides","Allolepidapedon",1985,1,"not the first"
"103675","Allonematobothrium xishaensis","Allonematobothrium",1983,1,"not the first"
"103676","Aphanurus mugilus","Aphanurus",1981,1,"not the first"
"103677","Aphanurus multiprostatus","Aphanurus",1984,1,"not the first"
"103679","Apharyngogyliauchen scarustis","Apharyngogyliauchen",1983,0,"not the first"
"103680","Apocreadium priacanthi","Apocreadium",1993,2,"not the first"
"103682","Aponurus clupanodontis","Aponurus",1995,0,"not the first"
"103683","Aponurus collichthydis","Aponurus",1995,1,"not the first"
"103684","Aponurus eletheronematis","Aponurus",NA,0,"not the first"
"103685","Aponurus halieutae","Aponurus",NA,1,"not the first"
"103688","Aponurus lizae","Aponurus",1995,0,"not the first"
"103689","Aponurus rhinoplagusiae","Aponurus",1934,4,"not the first"
"103690","Aponurus vitellograndis","Aponurus",1930,2,"not the first"
"103692","Ateuchocephala marina","Ateuchocephala",1960,1,"exclude"
"103693","Azygia acuminata","Azygia",1911,2,"not the first"
"103695","Bacciger lizae","Bacciger",1995,0,"not the first"
"103696","Bacciger mugilis","Bacciger",1987,1,"not the first"
"103698","Benthotrema pyriformis","Benthotrema",1987,1,"not the first"
"103703","Bianium koreanum","Bianium",1939,0,"not the first"
"103704","Bianium lianyungangense","Bianium",1990,1,"not the first"
"103708","Biovarium cryptocotyle","Biovarium",1934,1,"first"
"103709","Biovarium pomadasydis","Biovarium",NA,1,"not the first"
"103710","Biovarium schistolecithale","Biovarium",1978,1,"not the first"
