"Parasite.species","Parasite.genus","Parasite.group","Host.species","Host.no","Stage","Egg.hatch","Development.time","Temp","Development.remarks","Length","Width","Max.length","Max.width","n","Size.reported.as","Shape","Asexual","Sex","Size.remarks","Author","Year","Journal","Volume","Pages"
"Fimbriarioides intermedia","Fimbriarioides","cestode","Macrocyclops albidus",1,"1larv",NA,NA,NA,NA,0.14,0.14,NA,NA,NA,"point","sphere",NA,NA,NA,"Jarecka","1958","Acta Parasitol.","6","65-112"
"Fimbriarioides intermedia","Fimbriarioides","cestode","Macrocyclops fuscus",1,"1larv",NA,NA,NA,NA,0.17,0.16,NA,NA,NA,"point","sphere",NA,NA,NA,"Jarecka","1958","Acta Parasitol.","6","65-112"
"Fimbriarioides intermedia","Fimbriarioides","cestode",NA,2,"adult",NA,NA,NA,NA,35,15,NA,NA,NA,"range","ribbon",NA,NA,"width incorrect?","Joyeux and Baer","1936","Faune de France, Cestodes",NA,NA
"Fimbriarioides tadornae","Fimbriarioides","cestode",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbriarioides tadornae","Fimbriarioides","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fimbriarioides tadornae","Fimbriarioides","cestode","Artemia parthenogenetica",1,"1larv",NA,NA,NA,NA,0.135857143,0.114285714,0.158,0.138,14,"avg","sphere",NA,NA,"weighted avg across two sites","Vasileva et al.","2009","Acta Parasitol.","54","143-150"
"Fimbriarioides tadornae","Fimbriarioides","cestode","Artemia franciscana",1,"1larv",NA,NA,NA,NA,0.135583333,0.1125,0.159,0.145,12,"avg","sphere",NA,NA,"weighted avg across two sites","Vasileva et al.","2009","Acta Parasitol.","54","143-150"
"Fimbriarioides tadornae","Fimbriarioides","cestode","Artemia salina",1,"1larv",NA,12.5,22,"from English abstract",0.136,0.1145,0.146,0.121,NA,"range","sphere",NA,NA,"cites Maksimova (1976)","Vasileva et al.","2009","Acta Parasitol.","54","143-150"
"Fimbriarioides tadornae","Fimbriarioides","cestode",NA,2,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flamingolepis dolguschini","Flamingolepis","cestode",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flamingolepis dolguschini","Flamingolepis","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flamingolepis dolguschini","Flamingolepis","cestode","Artemia salina",1,"1larv",NA,NA,NA,NA,0.418,0.287,NA,NA,NA,"point","sphere",NA,NA,NA,"Maksimova","1973","Parazitologiya","7","349-352"
"Flamingolepis dolguschini","Flamingolepis","cestode",NA,2,"adult",NA,NA,NA,NA,5,0.42,NA,NA,NA,"point","ribbon",NA,NA,NA,"Jones and Khalil","1980","Syst. Parasitol.","2","61-76"
"Flamingolepis flamingo","Flamingolepis","cestode",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flamingolepis flamingo","Flamingolepis","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flamingolepis flamingo","Flamingolepis","cestode",NA,1,"1larv",NA,NA,NA,NA,0.231,0.177,0.27,0.207,14,"avg","sphere",NA,NA,NA,"Georgiev et al.","2005","Acta Parasitol.","50","105-117"
"Flamingolepis flamingo","Flamingolepis","cestode","Artemia salina",1,"1larv",NA,NA,NA,NA,0.2,0.15,NA,NA,NA,"point","sphere",NA,NA,NA,"Robert and Gabrion","1991","Ann. Parasitol. Hum. Comp.","66","226-235"
"Flamingolepis flamingo","Flamingolepis","cestode",NA,2,"adult",NA,NA,NA,NA,21.5,1,28,NA,NA,"range","ribbon",NA,NA,"adult specimens were not mature (no eggs), so this size estimate is probably too small","Robert and Gabrion","1991","Ann. Parasitol. Hum. Comp.","66","226-235"
"Flamingolepis liguloides","Flamingolepis","cestode",NA,0,"egg","eaten",NA,NA,NA,0.045,0.03,NA,NA,NA,"point","sphere",NA,NA,NA,"Robert and Gabrion","1991","Ann. Parasitol. Hum. Comp.","66","226-235"
"Flamingolepis liguloides","Flamingolepis","cestode",NA,0,"egg","eaten",NA,NA,NA,0.02,0.02,NA,NA,NA,"point","sphere",NA,NA,NA,"Robert and Gabrion","1991","Ann. Parasitol. Hum. Comp.","66","226-235"
"Flamingolepis liguloides","Flamingolepis","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flamingolepis liguloides","Flamingolepis","cestode",NA,1,"1larv",NA,NA,NA,NA,0.671,0.479,0.81,0.597,14,"avg","sphere",NA,NA,NA,"Georgiev et al.","2005","Acta Parasitol.","50","105-117"
"Flamingolepis liguloides","Flamingolepis","cestode","Artemia salina",1,"1larv",NA,NA,NA,NA,0.42,0.32,NA,NA,NA,"point","sphere",NA,NA,NA,"Robert and Gabrion","1991","Ann. Parasitol. Hum. Comp.","66","226-235"
"Flamingolepis liguloides","Flamingolepis","cestode",NA,2,"adult",NA,NA,NA,NA,40,2,NA,NA,NA,"point","ribbon",NA,NA,NA,"Robert and Gabrion","1991","Ann. Parasitol. Hum. Comp.","66","226-235"
"Flamingolepis tengizi","Flamingolepis","cestode",NA,0,"egg","eaten",NA,NA,NA,0.017,NA,0.019,NA,NA,"range","sphere",NA,NA,NA,"Jones and Khalil","1980","Syst. Parasitol.","2","61-76"
"Flamingolepis tengizi","Flamingolepis","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flamingolepis tengizi","Flamingolepis","cestode","Artemia salina",1,"1larv",NA,NA,NA,NA,0.18,0.13,NA,NA,NA,"point","sphere",NA,NA,NA,"Maksimova","1973","Parazitologiya","7","349-352"
"Flamingolepis tengizi","Flamingolepis","cestode","Phoeniconaias minor",2,"adult",NA,NA,NA,NA,1.98,0.435,3.1,0.6,NA,"range","ribbon",NA,NA,NA,"Jones and Khalil","1980","Syst. Parasitol.","2","61-76"
"Gallegostrongylus australis","Gallegostrongylus","nematode",NA,0,"egg","hatch, penetrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallegostrongylus australis","Gallegostrongylus","nematode",NA,0,"free larva",NA,NA,NA,"free L1",0.293,0.013,0.315,0.015,8,"avg","thread-like",NA,NA,"from lungs","Spratt et al.","2001","Parasite","8","115-125"
"Gallegostrongylus australis","Gallegostrongylus","nematode","Deroceras panormitanum",1,"1larv",NA,31.5,NA,"molts at 28 dpi, but not infective until 35 dpi",0.495,0.025,0.51,0.027,8,"avg","thread-like",NA,NA,NA,"Spratt et al.","2001","Parasite","8","115-125"
"Gallegostrongylus australis","Gallegostrongylus","nematode","Rattus fuscipes",2,"adult",NA,NA,NA,NA,5.233333333,0.085666667,6.5,0.122,6,"avg","thread-like",NA,"m","average of samples 25 dpi (mature worms) and >65 dpi (senescing worms)","Spratt et al.","2001","Parasite","8","115-125"
"Gallegostrongylus australis","Gallegostrongylus","nematode","Rattus fuscipes",2,"adult",NA,36.83333333,38.5,"from six rats; prepatency was shorter in rats given higher dose; not sure that patent period reported included prepatent period or not",7.82,0.0742,11,0.085,5,"avg","thread-like",NA,"f",NA,"Spratt et al.","2001","Parasite","8","115-125"
"Gallegostrongylus australis","Gallegostrongylus","nematode","Rattus lutreolus",2,"adult",NA,31.05263158,38.5,"from 19 rats; unlike in R. fuscipes, prepatency was shorter in rats given lower dose",NA,NA,NA,NA,NA,NA,NA,NA,"f",NA,"Spratt et al.","2001","Parasite","8","115-125"
"Gallegostrongylus australis","Gallegostrongylus","nematode","Rattus rattus",2,"adult",NA,34.5,38.5,"two rats",NA,NA,NA,NA,NA,NA,NA,NA,"f",NA,"Spratt et al.","2001","Parasite","8","115-125"
"Gallegostrongylus australis","Gallegostrongylus","nematode","Rattus norvegicus",2,"adult",NA,56,38.5,"two rats",NA,NA,NA,NA,NA,NA,NA,NA,"f",NA,"Spratt et al.","2001","Parasite","8","115-125"
"Gallegostrongylus australis","Gallegostrongylus","nematode","Rattus fuscipes",2,"adult",NA,NA,NA,NA,8.3,0.091,9,0.095,NA,"avg","thread-like",NA,"m","natural infections","Spratt et al.","2001","Parasite","8","45-51"
"Gallegostrongylus australis","Gallegostrongylus","nematode","Rattus fuscipes",2,"adult",NA,NA,NA,NA,14.6,0.123,17.9,0.134,NA,"avg","thread-like",NA,"f","natural infections","Spratt et al.","2001","Parasite","8","45-51"
"Gangesia parasiluri","Gangesia","cestode",NA,0,"egg","eaten",NA,NA,NA,0.073,0.073,0.08,0.08,NA,"range","sphere",NA,NA,"outermost envelope of egg shell; additional, second envelope is 35um in diameter","Shimazu","1999","Folia Parasitol.","46","37-45"
"Gangesia parasiluri","Gangesia","cestode",NA,0,"embryo",NA,NA,NA,NA,0.023,0.023,0.028,0.028,NA,"range","sphere",NA,NA,NA,"Shimazu","1999","Folia Parasitol.","46","37-45"
"Gangesia parasiluri","Gangesia","cestode",NA,1,"1larv",NA,13,21,"cited in Shimazu 1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Demshin","1985","Zool. Zhurnal","64","1777-1782"
"Gangesia parasiluri","Gangesia","cestode","Mesocyclops leuckarti",1,"1larv",NA,7,23,NA,0.15,0.0705,0.164,0.082,NA,"range","cylinder",NA,NA,NA,"Shimazu","1999","Folia Parasitol.","46","37-45"
"Gangesia parasiluri","Gangesia","cestode","Mesocyclops leuckarti",1,"1larv",NA,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shimazu","1999","Folia Parasitol.","46","37-45"
"Gangesia parasiluri","Gangesia","cestode",NA,2,"2larv",NA,NA,NA,NA,0.31,0.135,0.41,0.16,NA,"range","cylinder",NA,NA,NA,"Shimazu","1999","Folia Parasitol.","46","37-45"
"Gangesia parasiluri","Gangesia","cestode","Silurus asotus",3,"adult",NA,NA,NA,NA,87,1.115,NA,1.52,10,"point","ribbon",NA,NA,"width was widest in mature, not gravid, proglottids","Shimazu","1999","Folia Parasitol.","46","37-45"
"Gastrotaenia paracygni","Gastrotaenia","cestode",NA,0,"egg","eaten",NA,NA,NA,0.04,0.029,NA,NA,NA,"point","sphere",NA,NA,NA,"Wisniewski","1971","Acta Parasitol. Pol.","19","49-61"
"Gastrotaenia paracygni","Gastrotaenia","cestode",NA,0,"embryo",NA,NA,NA,NA,0.018,0.013,NA,NA,NA,"point","sphere",NA,NA,NA,"Wisniewski","1971","Acta Parasitol. Pol.","19","49-61"
"Gastrotaenia paracygni","Gastrotaenia","cestode","Eudiaptomus vulgaris",1,"1larv",NA,15,20,NA,0.3695,0.286,0.378,0.316,NA,"range","sphere",NA,NA,NA,"Wisniewski","1971","Acta Parasitol. Pol.","19","49-61"
"Gastrotaenia paracygni","Gastrotaenia","cestode",NA,2,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geopetitia aspiculata","Geopetitia","nematode",NA,0,"egg","eaten",NA,NA,NA,0.048,0.026,0.05,0.028,10,"avg","ellipsoid",NA,NA,"from Irena puella","Bartlett et al.","1984","J. Wildl. Dis.","20","289-299"
"Geopetitia aspiculata","Geopetitia","nematode",NA,0,"egg","eaten",NA,NA,NA,0.048,0.026,0.05,0.028,10,"avg","ellipsoid",NA,NA,"from Tachyphonus rufus","Bartlett et al.","1984","J. Wildl. Dis.","20","289-299"
"Geopetitia aspiculata","Geopetitia","nematode",NA,0,"egg","eaten",NA,NA,NA,0.045,0.027,0.049,0.028,10,"avg","ellipsoid",NA,NA,"from Coerulea coerulea","Bartlett et al.","1984","J. Wildl. Dis.","20","289-299"
"Geopetitia aspiculata","Geopetitia","nematode",NA,0,"egg","eaten",NA,NA,NA,0.0497,0.0277,NA,0.03,100,"avg","ellipsoid",NA,NA,NA,"French et al.","1994","J. Zoo Wildl. Med.","25","403-422"
"Geopetitia aspiculata","Geopetitia","nematode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geopetitia aspiculata","Geopetitia","nematode",NA,1,"1larv",NA,39,22,"one third of larvae were L3 in the one infected cricket examined at this time; by 48 dpe they were all infective stage",1.4,0.041,NA,NA,5,"point","thread-like",NA,NA,NA,"Bartlett et al.","1984","J. Wildl. Dis.","20","289-299"
"Geopetitia aspiculata","Geopetitia","nematode",NA,1,"1larv",NA,35,NA,"dissections only once a week, so devo could be faster",1.408,0.0444,1.839,0.054,82,"avg","thread-like",NA,NA,NA,"French et al.","1994","J. Zoo Wildl. Med.","25","403-422"
"Geopetitia aspiculata","Geopetitia","nematode","Taeniopygia guttata",2,"adult",NA,NA,NA,NA,16.9,0.4357,19.6,0.473,4,"avg","thread-like",NA,"m",NA,"French et al.","1994","J. Zoo Wildl. Med.","25","403-422"
"Geopetitia aspiculata","Geopetitia","nematode","Taeniopygia guttata",2,"adult",NA,88,NA,NA,31.9,0.3963,43,NA,4,"avg","thread-like",NA,"f",NA,"French et al.","1994","J. Zoo Wildl. Med.","25","403-422"
"Geopetitia aspiculata","Geopetitia","nematode","Coereba flaveola",2,"adult",NA,NA,NA,NA,16.4,0.24,18,0.26,8,"avg","thread-like",NA,"m",NA,"Webster","1971","Proc. Helminthol. Soc. Wash.","38","64-68"
"Geopetitia aspiculata","Geopetitia","nematode","Coereba flaveola",2,"adult",NA,NA,NA,NA,50,0.84,NA,0.93,5,"point","thread-like",NA,"f","based on 1 complete and 4 incomplete specimens","Webster","1971","Proc. Helminthol. Soc. Wash.","38","64-68"
"Glaridacris catostomi","Glaridacris","cestode",NA,0,"egg","eaten",NA,NA,NA,0.054,0.04,0.061,0.057,NA,"avg","sphere",NA,NA,NA,"Amin","1986","Proc. Helminthol. Soc. Wash.","53","48-58"
"Glaridacris catostomi","Glaridacris","cestode",NA,0,"egg","eaten",19,20,"time to embryonate",0.06,0.042,0.067,0.046,NA,"avg","sphere",NA,NA,NA,"Calentine","1967","Iowa Acad. Sci.","72","418-424"
"Glaridacris catostomi","Glaridacris","cestode",NA,0,"egg","eaten",NA,NA,NA,0.06,0.043,0.066,0.048,NA,"range","sphere",NA,NA,NA,"Cooper","1920","Trans. Am. Microsc. Soc.","39","5-24"
"Glaridacris catostomi","Glaridacris","cestode",NA,0,"egg","eaten",NA,NA,NA,0.067,0.0535,0.077,0.057,NA,"range","sphere",NA,NA,NA,"Mackiewicz","1965","J. Parasitol.","51","554-560"
"Glaridacris catostomi","Glaridacris","cestode",NA,0,"embryo",NA,NA,NA,NA,0.043,0.024,0.049,0.025,NA,"avg","sphere",NA,NA,NA,"Calentine","1967","Iowa Acad. Sci.","72","418-424"
"Glaridacris catostomi","Glaridacris","cestode",NA,1,"1larv",NA,NA,NA,NA,1.2,0.241,1.7,NA,NA,"avg","cylinder",NA,NA,"width from Fig","Calentine","1967","Iowa Acad. Sci.","72","418-424"
"Glaridacris catostomi","Glaridacris","cestode","Tubifex tubifex",1,"1larv",NA,58,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine","1967","Iowa Acad. Sci.","72","418-424"
"Glaridacris catostomi","Glaridacris","cestode","Tubifex templetoni",1,"1larv",NA,70,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine","1967","Iowa Acad. Sci.","72","418-424"
"Glaridacris catostomi","Glaridacris","cestode","Uncinais uncinata",1,"1larv",NA,57,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Glaridacris catostomi","Glaridacris","cestode","Aulodrilus pigueti",1,"1larv",NA,44,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Glaridacris catostomi","Glaridacris","cestode","Limnodrilus hoffmeisteri",1,"1larv",NA,46,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Glaridacris catostomi","Glaridacris","cestode","Peloscolex multisetosus",1,"1larv",NA,74,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Glaridacris catostomi","Glaridacris","cestode","Catostomus commersoni",2,"adult",NA,NA,NA,NA,27.1,1.41,39,1.76,10,"avg","cylinder",NA,NA,NA,"Amin","1986","Proc. Helminthol. Soc. Wash.","53","48-58"
"Glaridacris catostomi","Glaridacris","cestode","Catostomus commersoni",2,"adult",NA,NA,NA,NA,15,0.7,25,1,NA,"range","cylinder",NA,NA,"mature at 5 mm","Cooper","1920","Trans. Am. Microsc. Soc.","39","5-24"
"Glaridacris catostomi","Glaridacris","cestode","Catostomus commersoni",2,"adult",NA,NA,NA,NA,26.25,1.2,41,1.8,332,"range","cylinder",NA,NA,NA,"Mackiewicz","1965","J. Parasitol.","51","554-560"
"Glaridacris confusa","Glaridacris","cestode",NA,0,"egg","eaten",15,22,"time to embryonate",0.04,0.03,0.042,0.035,NA,"avg","sphere",NA,NA,NA,"Calentine and Williams","1967","J. Parasitol.","53","692-693"
"Glaridacris confusa","Glaridacris","cestode",NA,0,"embryo",NA,NA,NA,NA,0.028,0.016,0.032,0.018,NA,"avg","sphere",NA,NA,NA,"Calentine and Williams","1967","J. Parasitol.","53","692-693"
"Glaridacris confusa","Glaridacris","cestode",NA,1,"1larv",NA,NA,NA,"15-25 d for development at 18-24C",0.6,0.206422018,0.7,NA,15,"avg","cylinder",NA,NA,"width from Fig","Calentine and Williams","1967","J. Parasitol.","53","692-693"
"Glaridacris confusa","Glaridacris","cestode","Uncinais uncinata",1,"1larv",NA,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Glaridacris confusa","Glaridacris","cestode","Dero digitata",1,"1larv",NA,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Glaridacris confusa","Glaridacris","cestode","Tubifex templetoni",1,"1larv",NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Glaridacris confusa","Glaridacris","cestode",NA,2,"adult",NA,NA,NA,NA,4.5,NA,5.8,NA,NA,"avg","cylinder",NA,NA,NA,"Calentine and Williams","1967","J. Parasitol.","53","692-693"
"Glaridacris vogei","Glaridacris","cestode",NA,0,"egg","eaten",NA,NA,NA,0.053,0.04,0.055,0.041,NA,"avg","sphere",NA,NA,NA,NA,NA,NA,NA,NA
"Glaridacris vogei","Glaridacris","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glaridacris vogei","Glaridacris","cestode",NA,1,"1larv",NA,54,21,"DT was between 38 and 70 days, but source of this variation not stated",1.5,0.3,1.9,NA,NA,"point","cylinder",NA,NA,"width from Fig","Williams","1978","Proc. Helminthol. Soc. Wash.","45","142-143"
"Glaridacris vogei","Glaridacris","cestode",NA,2,"adult",NA,NA,NA,NA,37,1.5,43,1.7,7,"avg","cylinder",NA,NA,NA,"Mackiewicz","1976","Trans. Am. Microsc. Soc.","95","92-97"
"Glossocercus auritus","Glossocercus","cestode",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus auritus","Glossocercus","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus auritus","Glossocercus","cestode",NA,1,"1larv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus auritus","Glossocercus","cestode","Poecilia reticulata",2,"2larv",NA,NA,NA,NA,10.38,1.71,15.71,2.28,10,"avg","cylinder",NA,NA,NA,"Pinto and de Melo","2011","Rev. Bras. Parasitol. Vet.","20","161-164"
"Glossocercus auritus","Glossocercus","cestode",NA,2,"2larv",NA,NA,NA,NA,3.92,0.645,4.47,0.73,15,"range","cylinder",NA,NA,NA,"Scholz and Salgado-Maldonado","2001","Syst. Parasitol.","49","23-40"
"Glossocercus auritus","Glossocercus","cestode",NA,3,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus caribaensis","Glossocercus","cestode",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus caribaensis","Glossocercus","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus caribaensis","Glossocercus","cestode",NA,1,"1larv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus caribaensis","Glossocercus","cestode","Fundulus persimilis",2,"2larv",NA,NA,NA,NA,2.845,0.65,3.82,0.73,22,"range","cylinder",NA,NA,"size for 'elongate' specimens","Scholz and Salgado-Maldonado","2001","Syst. Parasitol.","49","23-40"
"Glossocercus caribaensis","Glossocercus","cestode","Fundulus heteroclitus",2,"2larv",NA,NA,NA,NA,2.695,0.568,2.96,0.608,3,"range","cylinder",NA,NA,NA,"Scholz et al.","2002","Comp. Parasitol.","69","104-108"
"Glossocercus caribaensis","Glossocercus","cestode","Ardea herodias",3,"adult",NA,NA,NA,NA,4.5,0.605,5,0.625,4,"range","ribbon",NA,NA,"apolytic","Schmidt and Courtney","1973","J. Parasitol.","59","821-823"
"Glossocercus cyprinodontis","Glossocercus","cestode",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus cyprinodontis","Glossocercus","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus cyprinodontis","Glossocercus","cestode",NA,1,"1larv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glossocercus cyprinodontis","Glossocercus","cestode","Cyprinodon variegatus",2,"2larv",NA,NA,NA,NA,11,1,12.5,1.2,NA,"range","cylinder",NA,NA,NA,"Chandler","1935","Proc. US Natl. Mus.","83","123-157"
"Glossocercus cyprinodontis","Glossocercus","cestode",NA,3,"adult",NA,NA,NA,NA,4,1.635,6.5,NA,18,"avg","ribbon",NA,NA,"considered to have shrunk due to fixation","Ortega-Olivares et al","2013","Folia Parasitol.","60","35-42"
"Gnathostoma binucleatum","Gnathostoma","nematode",NA,0,"egg","hatch, eaten",10,27,"time to hatching as L2",0.064,0.038,0.068,0.039,10,"avg","ellipsoid",NA,NA,NA,"Almeyda-Artigas","1991","An. Inst. Cienc del Mar Limnol. Univ. Nal. Autón. Méx.","18","137-155"
"Gnathostoma binucleatum","Gnathostoma","nematode",NA,0,"egg","hatch, eaten",NA,NA,NA,0.066,0.04,NA,NA,NA,"avg","ellipsoid",NA,NA,NA,"Koga et al.","1999","Proc. Helminthol. Soc. Wash.","66","41-46"
"Gnathostoma binucleatum","Gnathostoma","nematode",NA,0,"free larva",NA,NA,NA,NA,0.2313,0.0118,0.2557,0.0136,NA,"avg","thread-like",NA,NA,NA,"Almeyda-Artigas et al.","1995","Res. Rev. Parasitol.","55","189-194"
"Gnathostoma binucleatum","Gnathostoma","nematode",NA,1,"1larv",NA,8,27,NA,0.531,0.048,0.558,0.058,NA,"avg","thread-like",NA,NA,NA,"Almeyda-Artigas et al.","1995","Res. Rev. Parasitol.","55","189-194"
"Gnathostoma binucleatum","Gnathostoma","nematode",NA,2,"2larv",NA,NA,NA,NA,4.3,NA,5.9,NA,30,"avg","thread-like",NA,NA,NA,"Almeyda-Artigas","1991","An. Inst. Cienc del Mar Limnol. Univ. Nal. Autón. Méx.","18","137-155"
"Gnathostoma binucleatum","Gnathostoma","nematode",NA,2,"2larv",NA,NA,NA,NA,3.988,0.308,NA,NA,30,"avg","thread-like",NA,NA,"from fishes; cysts were about 1.34 long x 1.14 mm wide","Alvarez-Guerrero and Alba-Hurtado","2007","Parasitol. Res.","102","117-122"
"Gnathostoma binucleatum","Gnathostoma","nematode",NA,2,"2larv",NA,NA,NA,NA,3.13,0.32,NA,NA,NA,"avg","thread-like",NA,NA,NA,"García-Márquez et al.","2009","Rev. Mex. Biodiv.","80","867-870"
"Gnathostoma binucleatum","Gnathostoma","nematode","Cathorops fuerthii",2,"2larv",NA,NA,NA,NA,4.3,NA,5.2,NA,NA,"avg","thread-like",NA,NA,NA,"León-Règagnon et al.","2002","Parasitol. Int.","51","201-204"
"Gnathostoma binucleatum","Gnathostoma","nematode",NA,3,"3larv",NA,NA,NA,NA,4.057,0.522,NA,NA,30,"avg","thread-like",NA,NA,"from turtles","Alvarez-Guerrero and Alba-Hurtado","2007","Parasitol. Res.","102","117-122"
"Gnathostoma binucleatum","Gnathostoma","nematode","Kinosternon integrum",3,"3larv",NA,NA,NA,NA,4.05,0.3,NA,NA,NA,"avg","thread-like",NA,NA,NA,"Alvarez-Guerrero et al.","2011","Exp. Parasitol.","127","84-89"
