"","hosts","hostclean","group"
"3636","Lepus palustris","Sylvilagus palustris","Mammalia"
"3637","Tringa vanellus","Tringa vanellus",NA
"3638","Rangifer rangifer","Rangifer rangifer",NA
"3639","Colymbus nigricollis","Colymbus nigricollis",NA
"3640","Sigara concinna","Sigara concinna",NA
"3641","Aeschna cyanea","Aeschna cyanea",NA
"3642","Coenagrion hastulatum","Coenagrion hastulatum",NA
"3643","Coenagrion puella","Coenagrion puella",NA
"3644","Coenagrion pulchellum","Coenagrion pulchellum",NA
"3645","Coenagrion vernale","Coenagrion vernale",NA
"3646","Lestes drays","Resticula lestes","Monogonta"
"3647","Lestes virens","Lestes virens",NA
"3648","Libellula quadrimaculata","Libellula quadrimaculata","Insecta"
"3649","Sympetrum depressiusculum","Sympetrum depressiusculum",NA
"3650","Sympetrum sanguineum","Sympetrum sanguineum",NA
"3651","Sympetrum vulgatum","Sympetrum vulgatum",NA
"3652","Colymbus arcticus","Colymbus arcticus",NA
"3653","Puffinus tenuirostris","Puffinus tenuirostris","Aves"
"3654","Procellaria antarctica","Procellaria antarctica",NA
"3655","Limicola falcinellus","Limicola falcinellus","Aves"
"3656","Microcyclops minutus","Microcyclops minutus",NA
"3657","Anonyx nugax","Anonyx nugax","Malacostraca"
"3658","Cyclops brevicaudatus","Cyclops brevicaudatus",NA
"3659","Planorbis corneus","Planorbis corneus","Gastropoda"
"3660","Barbastella barbastellus","Barbastella barbastellus","Mammalia"
"3661","Chilonycteris parnelli","Pteronotus parnellii","Mammalia"
"3662","Miniopterus schreibersi","Miniopterus schreibersii","Mammalia"
"3663","Myotis bechsteini","Myotis bechsteinii","Mammalia"
"3664","Myotis californicus","Myotis californicus","Mammalia"
"3665","Myotis daubentoni","Myotis daubentonii","Mammalia"
"3666","Myotis evotis","Myotis evotis","Mammalia"
"3667","Myotis keenii","Myotis keenii","Mammalia"
"3668","Myotis myotis","Myotis myotis","Mammalia"
"3669","Myotis mystacinus","Myotis mystacinus","Mammalia"
"3670","Myotis yumenensis","Myotis yumenensis",NA
"3671","Nyctalus noctula","Nyctalus noctula","Mammalia"
"3672","Ptericus fuscus","Ptericus fuscus",NA
"3673","Rivulogammarus balcanicus","Rivulogammarus balcanicus",NA
"3674","Rivulogammarus fossarum","Rivulogammarus fossarum",NA
"3675","Nyctalus lasiopterus","Nyctalus lasiopterus","Mammalia"
"3676","Pipistrellus pipistrellus","Pipistrellus pipistrellus","Mammalia"
"3677","Rivulogammarus caucasicus","Rivulogammarus caucasicus",NA
"3678","Funambulus pennanti","Funambulus pennantii","Mammalia"
"3679","Peromyscus mexicanus","Peromyscus mexicanus","Mammalia"
"3680","Piralis farinalis","Piralis farinalis",NA
"3681","Calidris ptilocnemis","Calidris ptilocnemis","Aves"
"3682","Fulmarus glacialis","Fulmarus glacialis","Aves"
"3683","Arenaria melanocephala","Arenaria melanocephala","Aves"
"3684","Acipenser schrencki","Acipenser schrenckii","Chondrostei"
"3685","Huso dauricus","Huso dauricus","Chondrostei"
"3686","Hirundo rupestris","Ptyonoprogne rupestris","Aves"
"3687","Riparia riparia","Riparia riparia","Aves"
"3688","Hirundo daurica","Cecropis daurica","Aves"
"3689","Serinus serinus","Serinus serinus","Aves"
"3690","Actitis hypoleucos","Actitis hypoleucos","Aves"
"3691","Heteroscelus brevipes","Tringa brevipes","Aves"
"3692","Heteroscelus incanus","Tringa incana","Aves"
"3693","Charadrius apricarius","Charadrius apricarius",NA
"3694","Tringa melanoleuca","Tringa melanoleuca","Aves"
"3695","Glareola maldivarum","Glareola maldivarum","Aves"
"3696","Acanthis cannabina","Linaria cannabina","Aves"
"3697","Aegithalus caudatus","Aegithalus caudatus",NA
"3698","Anthus hodgsoni","Anthus hodgsoni","Aves"
"3699","Calandrella cinerea","Calandrella cinerea","Aves"
"3700","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Aves"
"3701","Cricetus triton","Cricetus triton",NA
"3702","Crypsirina formosae","Aves","Aves"
"3703","Ficedula narcissina","Ficedula narcissina","Aves"
"3704","Paradoxornis wibbianus","Paradoxornis wibbianus",NA
"3705","Parus ater","Periparus ater","Aves"
"3706","Psadiloprocne obscura","Psadiloprocne obscura",NA
"3707","Parus atricapillus","Poecile atricapillus","Aves"
"3708","Marmota sibirica","Marmota sibirica","Mammalia"
"3709","Procavia syriaca","Procavia syriaca",NA
"3710","Spalax leucodon","Spalax leucodon","Mammalia"
"3711","Lymnocryptes gallinula","Lymnocryptes gallinula",NA
"3712","Limnodrilus newaensis","Tubifex newaensis","Clitellata"
"3713","Amaurornis phoenicurus","Amaurornis phoenicurus","Aves"
"3714","Streptopelia decaocto","Streptopelia decaocto","Aves"
"3715","Streptopelia tranquebarica","Streptopelia tranquebarica","Aves"
"3716","Turtur afer","Turtur afer","Aves"
"3717","Limnodrilus aurostriatus","Limnodrilus aurostriatus",NA
"3718","Limnodrilus goti","Limnodrilus goti",NA
"3719","Limnodrilus willeyi","Limnodrilus udekemianus","Clitellata"
"3720","Sarcocheilichthys variegatus","Sarcocheilichthys variegatus","Teleostei"
"3721","Tubifex hattai","Tubifex hattai",NA
"3722","Antelope cervicapra","Antelope cervicapra",NA
"3723","Drepanura loennbergi","Drepanura loennbergi",NA
"3724","Raphicerus capensis","Raphicerus capensis",NA
"3725","Raphicerus sharpei","Raphicerus sharpei","Mammalia"
"3726","Taurotragus oryx","Taurotragus oryx","Mammalia"
"3727","Tragulus javanicus","Tragulus javanicus","Mammalia"
"3728","Barbus mursa","Barbus mursa","Teleostei"
"3729","Ctenogobius giurnus","Ctenogobius giurnus",NA
"3730","Varicorhinus simus","Varicorhinus simus",NA
"3731","Varicorhinus barbatus","Varicorhinus barbatus",NA
"3732","Phoenicurus ochruros","Phoenicurus ochruros","Aves"
"3733","Lusciniola melanopogon","Lusciniola melanopogon",NA
"3734","Emberiza cirlus","Emberiza cirlus","Aves"
"3735","Miliaria calandra","Emberiza calandra","Aves"
"3736","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Teleostei"
"3737","Barbus luteus","Barbus luteus","Teleostei"
"3738","Salmo carpio","Salmo carpio","Teleostei"
"3739","Rhombus maeoticus","Rhombus maeoticus",NA
"3740","Rhombus maximus","Rhombus maximus",NA
"3741","Acartia clausi","Acartia clausi","Maxillopoda"
"3742","Agonus cataphractus","Agonus cataphractus","Teleostei"
"3743","Ammopleurops lacteus","Ammopleurops lacteus",NA
"3744","Gadella imberbis","Gadella imberbis","Teleostei"
"3745","Gymnacanthus herzensteini","Gymnacanthus herzensteini",NA
"3746","Hemilepidotus gilberti","Hemilepidotus gilberti","Teleostei"
"3747","Hyperoplus lanceolatus","Hyperoplus lanceolatus","Teleostei"
"3748","Lepidorhombus boscii","Lepidorhombus boscii","Teleostei"
"3749","Myoxocephalus jaok","Myoxocephalus jaok","Teleostei"
"3750","Myoxocephalus stelleri","Myoxocephalus stelleri","Teleostei"
"3751","Palinurichthys pringlei","Palinurichthys pringlei",NA
"3752","Parophrys vetulus","Parophrys vetulus","Teleostei"
"3753","Physiculus bachus","Pseudophycis bachus","Teleostei"
"3754","Pleuronectes vetulus","Parophrys vetulus","Teleostei"
"3755","Pseudophycis bachus","Pseudophycis bachus","Teleostei"
"3756","Rhinonemus cimbrius","Enchelyopus cimbrius","Teleostei"
"3757","Scophthalmus maeoticus","Scophthalmus maeoticus","Teleostei"
"3758","Scophthalmus maximus","Scophthalmus maximus","Teleostei"
"3759","Sebastes chlorostictus","Sebastes chlorostictus","Teleostei"
"3760","Sebastes constellatus","Sebastes constellatus","Teleostei"
"3761","Sebastes miniatus","Sebastes miniatus","Teleostei"
"3762","Sebastes norvegicus","Sebastes norvegicus","Teleostei"
"3763","Trisopterus minutus","Trisopterus minutus","Teleostei"
"3764","Urophycis chesteri","Phycis chesteri","Teleostei"
"3765","Urophycis musicki","Urophycis musicki",NA
"3766","Alohestes afer","Alohestes afer",NA
"3767","Alphestes afer","Alphestes afer","Teleostei"
"3768","Arripis trutta","Arripis trutta","Teleostei"
"3769","Arripis truttaceus","Arripis truttaceus",NA
"3770","Auxis bisus","Auxis bisus",NA
"3771","Bodianus axillaris","Bodianus axillaris","Teleostei"
"3772","Caranx kalla","Alepes kleinii","Teleostei"
"3773","Caranx rhonchus","Caranx rhonchus","Teleostei"
"3774","Carcharhinus amblyrhynchoides","Carcharhinus amblyrhynchoides","Chondrichthyes"
"3775","Carcharhinus amboinensis","Carcharhinus amboinensis","Chondrichthyes"
"3776","Carcharhinus fitzroyensis","Carcharhinus fitzroyensis","Chondrichthyes"
"3777","Carcharhinus leucas","Carcharhinus leucas","Chondrichthyes"
"3778","Carcharhinus limbatus","Carcharhinus limbatus","Chondrichthyes"
"3779","Carcharhinus melanopterus","Carcharhinus melanopterus","Chondrichthyes"
"3780","Cephalopholis fulvus","Cephalopholis fulvus",NA
"3781","Cephalopholis miniatus","Cephalopholis miniatus",NA
"3782","Ceratacanthus schoepfli","Ceratacanthus schoepfli",NA
"3783","Cerberus rhynchops","Cerberus rhynchops",NA
"3784","Chaetodipterus faber","Chaetodipterus faber","Teleostei"
"3785","Chascanopsetta lugubris","Chascanopsetta lugubris","Teleostei"
"3786","Chirocentrus dorab","Chirocentrus dorab","Teleostei"
"3787","Chloroscombrus chrysurus","Chloroscombrus chrysurus","Teleostei"
"3788","Chorinemus lysan","Scomberoides lysan","Teleostei"
"3789","Chorinemus toloo","Scomberoides lysan","Teleostei"
"3790","Cossyphus axillaris","Bodianus axillaris","Teleostei"
"3791","Cypselurus poecilopterus","Cypselurus poecilopterus","Teleostei"
"3792","Dasyatis fluviorum","Dasyatis fluviorum","Chondrichthyes"
"3793","Epinephelus adscensionis","Epinephelus adscensionis","Teleostei"
"3794","Epinephelus areolatus","Epinephelus areolatus","Teleostei"
"3795","Epinephelus chlorostigma","Epinephelus chlorostigma","Teleostei"
"3796","Epinephelus guttatus","Epinephelus guttatus","Teleostei"
"3797","Epinephelus maculosus","Epinephelus maculosus",NA
"3798","Epinephelus striatus","Epinephelus striatus","Teleostei"
"3799","Epinephelus tauvina","Epinephelus tauvina","Teleostei"
"3800","Ethmalosa fimbriata","Ethmalosa fimbriata","Teleostei"
"3801","Galeichthys peruvianus","Galeichthys peruvianus","Teleostei"
"3802","Haemulon aurolineatum","Haemulon aurolineatum","Teleostei"
"3803","Harengula clupeola","Harengula clupeola","Teleostei"
"3804","Hemilutjanus macrophthalmus","Hemilutjanus macrophthalmus",NA
"3805","Hypoprion brevirostris","Negaprion brevirostris","Chondrichthyes"
"3806","Johnius aneus","Pennahia anea","Teleostei"
"3807","Larimus breviceps","Larimus breviceps","Teleostei"
"3808","Lepturacanthus savala","Lepturacanthus savala","Teleostei"
"3809","Lethrinus kallopterus","Lethrinus erythracanthus","Teleostei"
"3810","Lethrinus nebulosus","Lethrinus nebulosus","Teleostei"
"3811","Lutjanus argentimaculatus","Lutjanus argentimaculatus","Teleostei"
"3812","Lutjanus campechanus","Lutjanus campechanus","Teleostei"
"3813","Lutjanus fulviflamma","Lutjanus fulviflamma","Teleostei"
"3814","Lutjanus guineensis","Lutjanus guineensis",NA
"3815","Lutjanus kasmira","Lutjanus kasmira","Teleostei"
"3816","Makaira indica","Istiompax indica","Teleostei"
"3817","Makaira mazara","Makaira nigricans","Teleostei"
"3818","Morone labrax","Dicentrarchus labrax","Teleostei"
"3819","Mullus barbatus","Mullus barbatus","Teleostei"
"3820","Mustelus canis","Mustelus canis","Chondrichthyes"
"3821","Mycteroperca bonaci","Mycteroperca bonaci","Teleostei"
"3822","Mycteroperca falcata","Mycteroperca interstitialis","Teleostei"
"3823","Mycteroperca tigris","Mycteroperca tigris","Teleostei"
"3824","Nebrius ferrugineus","Nebrius ferrugineus","Chondrichthyes"
"3825","Nemipterus tolu","Nemipterus tolu",NA
"3826","Neomaenis synagris","Neomaenis synagris",NA
"3827","Ocyurus chrysurus","Ocyurus chrysurus","Teleostei"
"3828","Oligoplites palometa","Oligoplites palometa","Teleostei"
"3829","Oligoplites saurus","Oligoplites saurus","Teleostei"
"3830","Opisthonema oglinum","Opisthonema oglinum","Teleostei"
"3831","Otolithus senegalensis","Pseudotolithus senegalensis","Teleostei"
"3832","Paralichthys olivaceus","Paralichthys olivaceus","Teleostei"
"3833","Pennahia argentata","Pennahia argentata","Teleostei"
"3834","Platycephalus punctatus","Platycephalus punctatus",NA
"3835","Polyclemus peruanus","Polyclemus peruanus",NA
"3836","Priacanthus hamrur","Priacanthus hamrur","Teleostei"
"3837","Prionace glauca","Prionace glauca","Chondrichthyes"
"3838","Pristipomoides multidens","Pristipomoides multidens","Teleostei"
"3839","Remora remora","Remora remora","Teleostei"
"3840","Saurida tumbil","Saurida tumbil","Teleostei"
"3841","Saurida undosquamis","Saurida undosquamis","Teleostei"
"3842","Sciaena albiflora","Sciaena albiflora",NA
"3843","Scomberoides commersoni","Teleostei","Teleostei"
"3844","Scomberoides guttatum","Teleostei","Teleostei"
"3845","Scomberoides lysan","Scomberoides lysan","Teleostei"
"3846","Scomberoides tala","Scomberoides tala","Teleostei"
"3847","Scomberomorus commerson","Scomberomorus commerson","Teleostei"
"3848","Scomberomorus munroi","Scomberomorus munroi","Teleostei"
"3849","Secutor ruconius","Secutor ruconius","Teleostei"
"3850","Selar kalla","Alepes kleinii","Teleostei"
"3851","Selene vomer","Selene vomer","Teleostei"
"3852","Seriola purpurascens","Seriola dumerili","Teleostei"
"3853","Sphyraena acutipinnis","Sphyraena acutipinnis","Teleostei"
"3854","Sphyraena guachancho","Sphyraena guachancho","Teleostei"
"3855","Sphyraena jello","Sphyraena jello","Teleostei"
"3856","Sphyraena novaehollandiae","Sphyraena novaehollandiae","Teleostei"
"3857","Sphyraena pinguis","Sphyraena pinguis","Teleostei"
"3858","Sphyrna lewini","Sphyrna lewini","Chondrichthyes"
"3859","Synodus intermedius","Synodus intermedius","Teleostei"
"3860","Synodus lucioceps","Synodus lucioceps","Teleostei"
"3861","Temnodon saltator","Temnodon saltator",NA
"3862","Trachinotus goodei","Trachinotus goodei","Teleostei"
"3863","Trichiurus japonicus","Trichiurus japonicus","Teleostei"
"3864","Trichiurus lepturus","Trichiurus lepturus","Teleostei"
"3865","Trichiurus murphi","Porogadus trichiurus","Teleostei"
"3866","Trigla lucerna","Chelidonichthys lucernus","Teleostei"
"3867","Barbus tauricus","Barbus tauricus","Teleostei"
"3868","Oreoleuciscus humilis","Oreoleuciscus humilis","Teleostei"
"3869","Oreoleuciscus potanini","Oreoleuciscus potanini","Teleostei"
"3870","Pachylinon pictum","Pachylinon pictum",NA
"3871","Psammoryctes albicola","Psammoryctes albicola",NA
"3872","Tubifex ignotus","Tubifex ignotus","Clitellata"
"3873","Tinca chrysitis","Tinca chrysitis",NA
"3874","Allactaga bobrinski","Allactaga bobrinski",NA
"3875","Pygerethmus zhitkovi","Pygerethmus zhitkovi",NA
"3876","Sciurus anomalus","Sciurus anomalus","Mammalia"
"3877","Phylloscopus trochilus","Phylloscopus trochilus","Aves"
"3878","Vitrina pellucida","Vitrina pellucida","Gastropoda"
"3879","Leptothorax nylanderi","Leptothorax nylanderi","Insecta"
"3880","Alectoris chukar","Alectoris chukar","Aves"
"3881","Alectoris graeca","Alectoris graeca","Aves"
"3882","Alectoris rufa","Alectoris rufa","Aves"
"3883","Anthicus confucii","Anthicus confucii",NA
"3884","Blaps lethifera","Blaps lethifera",NA
"3885","Decticus verrucivorus","Decticus verrucivorus",NA
"3886","Dermestes ater","Dermestes ater","Insecta"
"3887","Gonocephalum rusticum","Gonocephalum rusticum",NA
"3888","Gonocephalum setulosum","Gonocephalum setulosum",NA
"3889","Musca domestica","Musca domestica","Insecta"
"3890","Opatroides vicinus","Opatroides vicinus",NA
"3891","Pterostichus microcephalus","Pterostichus microcephalus",NA
"3892","Parus monticus","Parus monticus",NA
"3893","Pyrrhocorax graculus","Pyrrhocorax graculus","Aves"
"3894","Lepus granatensis","Lepus granatensis","Mammalia"
"3895","Citellus pygmaeus","Citellus pygmaeus",NA
"3896","Falco peregrinus","Falco peregrinus","Aves"
"3897","Lacerta viridis","Lacerta viridis",NA
"3898","Accipiter badius","Accipiter badius","Aves"
"3899","Aesalon columbarius","Aesalon columbarius",NA
"3900","Aquila rapax","Aquila rapax","Aves"
"3901","Cerchneis naumanni","Cerchneis naumanni",NA
"3902","Circus macrourus","Circus macrourus","Aves"
"3903","Falco rufus","Cancris falconensis","Granuloreticulosea"
"3904","Falco subbuteo","Falco subbuteo","Aves"
"3905","Glaucomys sabrinus","Glaucomys sabrinus","Mammalia"
"3906","Ixobrychus minutus","Ixobrychus minutus","Aves"
"3907","Milvus korschun","Milvus korschun",NA
"3908","Podiceps minor","Podiceps minor",NA
"3909","Coregonus baeri","Coregonus baeri",NA
"3910","Coregonus zenithicus","Coregonus zenithicus","Teleostei"
"3911","Echinogammarus roco","Echinogammarus roco",NA
"3912","Echinogammarus tibaldi","Echinogammarus tibaldi",NA
"3913","Eulimnogammarus fuscus","Eulimnogammarus fuscus",NA
"3914","Gammarus italicus","Gammarus italicus",NA
"3915","Mesocottus haitej","Mesocottus haitej","Teleostei"
"3916","Pallasea cancellus","Pallasea cancellus",NA
"3917","Parasalmo gairdneri","Parasalmo gairdneri",NA
"3918","Poekilogammarus pictus","Poekilogammarus pictus",NA
"3919","Pontogammarus bosniacus","Pontogammarus bosniacus",NA
"3920","Pontoporeia hoj","Malacostraca","Malacostraca"
"3921","Salmo dentex","Salmo dentex","Teleostei"
"3922","Salmo umbla","Salmo umbla",NA
"3923","Salmothymus obtusirostris","Salmothymus obtusirostris",NA
"3924","Salmothymus ohridanus","Salmothymus ohridanus",NA
"3925","Salvelinus bogdanida","Salvelinus bogdanida",NA
"3926","Thymallus brevipinnus","Thymallus brevipinnus",NA
"3927","Lasiurus borealis","Lasiurus borealis","Mammalia"
"3928","Cavia cutleri","Cavia cutleri",NA
"3929","Cervus porcinus","Cervus porcinus",NA
"3930","Muntiacus reevesii","Muntiacus reevesii",NA
"3931","Sika nippon","Sika nippon",NA
"3932","Tetrao tetrix","Lyrurus tetrix","Aves"
"3933","Egretta caerulea","Egretta caerulea","Aves"
"3934","Anas mollissima","Somateria mollissima","Aves"
"3935","Candonia hamworthi","Candonia hamworthi",NA
"3936","Cypria kolymensis","Cypria kolymensis",NA
"3937","Aphriza virgata","Aphriza virgata","Aves"
"3938","Lanius cristatus","Lanius cristatus","Aves"
"3939","Lanius schach","Lanius schach","Aves"
"3940","Prunella collaris","Prunella collaris","Aves"
"3941","Turdus ericetorum","Turdus ericetorum",NA
"3942","Trichechus rosmarus","Trichechus rosmarus",NA
"3943","Phoca barbata","Phoca barbata",NA
"3944","Artediellus uncinatus","Artediellus uncinatus","Teleostei"
"3945","Blepsias bilobus","Blepsias bilobus","Teleostei"
"3946","Enophrys diceraeus","Enophrys diceraeus",NA
"3947","Hexagrammos stelleri","Hexagrammos stelleri","Teleostei"
"3948","Limanda gracilis","Teleostei","Teleostei"
"3949","Liparis gibbus","Liparis gibbus","Teleostei"
"3950","Marinogammarus finmarchicus","Marinogammarus finmarchicus","Malacostraca"
"3951","Marinogammarus pirloti","Marinogammarus pirloti",NA
"3952","Melletes papilio","Melletes papilio","Teleostei"
