"","Parasite","genus","year","hs","first"
"3495","Centrorhynchus bazaleticus","Centrorhynchus",1955,1,"not the first"
"3496","Centrorhynchus itatsinis","Centrorhynchus",1929,3,"not the first"
"3499","Centrorhynchus lanceoides","Centrorhynchus",1949,4,"not the first"
"3503","Centrorhynchus petrotschenkovi","Centrorhynchus",1955,1,"not the first"
"3504","Centrorhynchus skrjabini","Centrorhynchus",1949,2,"not the first"
"3506","Echinorhynchus cryophilus","Echinorhynchus",NA,1,"not the first"
"3507","Metechinorhynchus cryophilus","Metechinorhynchus",1962,7,"not the first"
"3514","Echinorhynchus incrassatus","Echinorhynchus",NA,1,"not the first"
"3515","Filicollis trophimenkoi","Filicollis",1982,3,"not the first"
"3518","Hemirhadinorhynchus leuciscus","Hemirhadinorhynchus",1956,1,"exclude"
"3519","Mediorhynchus armenicus","Mediorhynchus",1956,1,"not the first"
"3520","Mediorhynchus lagodekhiensis","Mediorhynchus",1955,1,"not the first"
"3521","Mediorhynchus petrotschenkoi","Mediorhynchus",1966,5,"not the first"
"3526","Metechinorhynchus baeri","Metechinorhynchus",1928,2,"not the first"
"3535","Metechinorhynchus sevani","Metechinorhynchus",1939,1,"not the first"
"3536","Moniliformis clarki","Moniliformis",1917,16,"not the first"
"3553","Moniliformis dubius","Moniliformis",1932,10,"not the first"
"3563","Neoechinorhynchus tumidus","Neoechinorhynchus",1949,18,"not the first"
"3582","Neoncicola novellai","Neoncicola",1890,1,"first"
"3583","Oligacanthorhynchus kamtschaticus","Oligacanthorhynchus",1966,1,"not the first"
"3585","Paralongicollum nemacheili","Paralongicollum",1991,3,"exclude"
"3588","Plagiorhynchus ponticus","Plagiorhynchus",1992,1,"not the first"
"3589","Polymorphus actuganensis","Polymorphus",1949,2,"not the first"
"3591","Polymorphus cincli","Polymorphus",1959,1,"not the first"
"3592","Polymorphus kostylewi","Polymorphus",1949,1,"not the first"
"3593","Polymorphus mathevossianae","Polymorphus",1949,2,"not the first"
"3595","Pomphorhynchus perforator","Pomphorhynchus",1908,5,"not the first"
"3600","Prosthorhynchus asymmetricus","Prosthorhynchus",1983,1,"not the first"
"3601","Prosthorhynchus gallinagi","Prosthorhynchus",1958,1,"not the first"
"3608","Prosthorhynchus gracilis","Prosthorhynchus",1958,2,"not the first"
"3610","Prosthorhynchus scolopacidis","Prosthorhynchus",NA,3,"not the first"
"3613","Quadrigyrus cholodkowskyi","Quadrigyrus",1928,1,"not the first"
"3614","Neoechinorhynchus iraqensis","Neoechinorhynchus",2001,1,"not the first"
"3615","Neoechinorhynchus zabensis","Neoechinorhynchus",2003,2,"not the first"
"3617","Oncicola travassosi","Oncicola",1938,1,"not the first"
"3618","Prosthenorchis oligacanthus","Prosthenorchis",1819,1,"first"
"3619","Acanthocephalorhynchoides ussuriensis","Acanthocephalorhynchoides",1941,5,"not the first"
"3624","Acanthocephalus acerbus","Acanthocephalus",1931,5,"not the first"
"3629","Acanthocephalus echigoensis","Acanthocephalus",1920,5,"not the first"
"3634","Acanthocephalus gotoi","Acanthocephalus",1925,1,"not the first"
"3635","Acanthocephalus oncorhynchi","Acanthocephalus",1921,1,"not the first"
"3636","Acanthocephalus sichuanensis","Acanthocephalus",1987,1,"not the first"
"3637","Acanthosentis coiliae","Acanthosentis",1939,4,"not the first"
"3641","Acanthogyrus lizae","Acanthogyrus",1988,3,"not the first"
"3643","Acanthosentis lizae","Acanthosentis",1986,1,"not the first"
"3644","Acanthosentis similis","Acanthosentis",1980,5,"not the first"
"3649","Arhythmacanthus pseudobagri","Arhythmacanthus",1987,1,"not the first"
"3650","Arhythmorhynchus fuscus","Arhythmorhynchus",1929,1,"not the first"
"3651","Bolborhynchoides exiguus","Bolborhynchoides",1941,1,"exclude"
"3652","Brentisentis chongqingensis","Brentisentis",1998,1,"not the first"
"3653","Brentisentis cyprini","Brentisentis",1984,7,"not the first"
"3660","Brentisentis uncinus","Brentisentis",1982,2,"first"
"3663","Brentisentis yangtzensis","Brentisentis",1989,12,"not the first"
"3675","Centrorhynchus butonis","Centrorhynchus",1939,1,"not the first"
"3676","Centrorhynchus corvi","Centrorhynchus",1929,4,"not the first"
"3680","Centrorhynchus elongatus","Centrorhynchus",1935,11,"not the first"
"3692","Centrorhynchus magnus","Centrorhynchus",1929,4,"not the first"
"3696","Centrorhynchus pycnonoti","Centrorhynchus",1980,1,"not the first"
"3697","Centrorhynchus turdi","Centrorhynchus",1939,8,"not the first"
"3705","Corynosoma phalacrocoracis","Corynosoma",1939,1,"not the first"
"3706","Corynosoma villosum","Corynosoma",1953,15,"not the first"
"3723","Corynosomoides hemibagri","Corynosomoides",1987,1,"exclude"
"3724","Echinorhynchus gymnocyprini","Echinorhynchus",1981,1,"not the first"
"3725","Filisoma atropi","Filisoma",1988,1,"not the first"
"3726","Filisoma micracanthi","Filisoma",1938,1,"not the first"
"3727","Filisoma oplegnathi","Filisoma",1988,1,"not the first"
"3728","Gorgorhynchoides epinepheli","Gorgorhynchoides",1980,1,"not the first"
"3729","Heterosentis parasiluri","Heterosentis",1984,17,"not the first"
"3746","Indorhynchus pseudobagri","Indorhynchus",1988,1,"not the first"
"3749","Metarhadinorhynchus cyprini","Metarhadinorhynchus",1961,1,"first"
"3750","Micracanthorhynchina sinipercae","Micracanthorhynchina",1983,1,"not the first"
"3751","Neoechinorhynchus ginghaiensis","Neoechinorhynchus",1981,1,"not the first"
"3752","Neoechinorhynchus plagiognathopitis","Neoechinorhynchus",1987,1,"not the first"
"3753","Neoechinorhynchus quinghaiensis","Neoechinorhynchus",1981,1,"not the first"
"3755","Neoechinorhynchus saurogobi","Neoechinorhynchus",1989,1,"not the first"
"3756","Neoechinorhynchus topseyi","Neoechinorhynchus",1937,4,"not the first"
"3760","Neoechinorhynchus violetum","Neoechinorhynchus",1928,1,"not the first"
"3761","Neosentis celatus","Neosentis",NA,4,"exclude"
"3762","Neosentis celatus","Neosentis",1928,4,"exclude"
"3768","Pallisentis chongqingensis","Pallisentis",1993,1,"not the first"
"3769","Polymorphus chongqingensis","Polymorphus",1990,1,"not the first"
"3770","Pomphorhynchus yunnanensis","Pomphorhynchus",1981,1,"not the first"
"3771","Porrorchis elongatus","Porrorchis",1929,3,"not the first"
"3774","Porrorchis hylae","Porrorchis",1914,10,"first"
"3784","Porrorchis ogatai","Porrorchis",1937,4,"not the first"
"3788","Porrorchis oti","Porrorchis",1939,2,"not the first"
"3790","Prosthenorchis elegans","Prosthenorchis",1851,2,"not the first"
"3795","Prosthorhynchus charadrii","Prosthorhynchus",1939,1,"not the first"
"3796","Pseudorhadinorhynchus samegaiensis","Pseudorhadinorhynchus",1975,1,"not the first"
"3797","Quadrigyrus formosanus","Quadrigyrus",1938,3,"not the first"
"3800","Quadrigyrus rhodei","Quadrigyrus",1980,1,"not the first"
"3801","Rhadinorhynchoides miyagawai","Rhadinorhynchoides",1937,2,"exclude"
"3804","Rhadinorhynchus cyprini","Rhadinorhynchus",1984,1,"not the first"
"3805","Skrjabinorhynchus capellae","Skrjabinorhynchus",1935,1,"first"
"3806","Skrjabinorhynchus eroliae","Skrjabinorhynchus",1939,1,"not the first"
"3807","Acanthocephalus acutulus","Acanthocephalus",1931,2,"not the first"
"3809","Acanthocephalus jacksoni","Acanthocephalus",1962,22,"not the first"
"3832","Andracantha gravida","Andracantha",1941,4,"not the first"
"3838","Arhythmorhynchus brevis","Arhythmorhynchus",1916,18,"not the first"
"3857","Arhythmorhynchus comptus","Arhythmorhynchus",1950,2,"not the first"
"3859","Arhythmorhynchus eroliae","Arhythmorhynchus",1939,1,"not the first"
"3860","Arhythmorhynchus pumilirostris","Arhythmorhynchus",1916,2,"not the first"
"3862","Caballerorhynchus lamothei","Caballerorhynchus",1977,10,"exclude"
"3873","Centrorhynchus californicus","Centrorhynchus",NA,1,"not the first"
"3874","Centrorhynchus kuntzi","Centrorhynchus",1966,6,"not the first"
"3880","Centrorhynchus microcephalus","Centrorhynchus",1947,1,"not the first"
"3881","Centrorhynchus robustus","Centrorhynchus",1995,2,"not the first"
"3883","Centrorhynchus wardae","Centrorhynchus",1956,3,"not the first"
"3886","Corynosoma peposacae","Corynosoma",1914,3,"not the first"
"3889","Corynosoma validum","Corynosoma",1953,10,"not the first"
"3900","Dendronucleata americana","Dendronucleata",2000,1,"not the first"
"3901","Echinorhynchus lateralis","Echinorhynchus",1851,22,"not the first"
"3924","Metechinorhynchus lateralis","Metechinorhynchus",1851,13,"not the first"
"3937","Echinorhynchus leidyi","Echinorhynchus",1924,14,"not the first"
"3952","Metechinorhynchus leidyi","Metechinorhynchus",1924,1,"not the first"
"3953","Echinorhynchus striatus","Echinorhynchus",NA,1,"not the first"
"3954","Eocollis catostomi","Eocollis",1992,2,"not the first"
"3956","Fessisentis acutulus","Fessisentis",1931,4,"first"
"3960","Fessisentis necturorum","Fessisentis",1967,5,"not the first"
"3966","Fessisentis tichiganensis","Fessisentis",1981,3,"not the first"
"3969","Fessisentis vancleavei","Fessisentis",1943,3,"not the first"
"3970","Fessisentis vancleavei","Fessisentis",1953,3,"not the first"
"3973","Floridosentis mugilis","Floridosentis",1951,7,"first"
"3980","Gracilisentis gracilisentis","Gracilisentis",1913,1,"not the first"
"3981","Hexaglandula corynsoma","Hexaglandula",1915,3,"not the first"
"3984","Hexaglandula mutabilis","Hexaglandula",1819,1,"first"
"3985","Mediorhynchus centurorum","Mediorhynchus",1969,1,"not the first"
"3986","Mediorhynchus emberizae","Mediorhynchus",1819,1,"not the first"
"3987","Mediorhynchus robustus","Mediorhynchus",1916,6,"not the first"
"4007","Neoechinorhynchus carinatus","Neoechinorhynchus",1993,1,"not the first"
"4008","Neoechinorhynchus didelphis","Neoechinorhynchus",2001,1,"not the first"
"4009","Neoechinorhynchus idahoensis","Neoechinorhynchus",1992,1,"not the first"
"4010","Neoechinorhynchus rostratum","Neoechinorhynchus",1998,5,"not the first"
"4015","Neoechinorhynchus schmidti","Neoechinorhynchus",2004,1,"not the first"
"4016","Neoechinorhynchus tenellus","Neoechinorhynchus",1913,5,"not the first"
"4021","Oligacanthorhynchus tortuosa","Oligacanthorhynchus",1850,4,"not the first"
"4025","Oligacanthorhynchus tumida","Oligacanthorhynchus",1947,1,"not the first"
"4026","Oncicola luehei","Oncicola",1917,1,"not the first"
"4027","Oncicola oncicola","Oncicola",1892,2,"first"
"4029","Pachysentis canicola","Pachysentis",1931,2,"first"
"4031","Pachysentis gethi","Pachysentis",1950,2,"not the first"
"4033","Polymorphus brevis","Polymorphus",1916,30,"not the first"
"4064","Polymorphus crassus","Polymorphus",NA,1,"not the first"
"4065","Polymorphus major","Polymorphus",1942,4,"not the first"
"4069","Polymorphus mutabilis","Polymorphus",1819,7,"not the first"
"4076","Polymorphus trochus","Polymorphus",1945,5,"not the first"
"4081","Porrorchis nickoli","Porrorchis",2002,4,"not the first"
"4085","Profilicollis altmani","Profilicollis",1942,2,"not the first"
"4087","Prosthorhynchus paulus","Prosthorhynchus",1951,1,"not the first"
"4088","Pseudoleptorhynchoides lamothei","Pseudoleptorhynchoides",1976,6,"exclude"
"4094","Pseudoluheia boreotis","Pseudoluheia",1951,1,"exclude"
"4095","Southwellina dimorpha","Southwellina",1973,5,"not the first"
"4100","Tanaorhamphus ambiguus","Tanaorhamphus",NA,1,"exclude"
"4101","Acanthocephalus aenigma","Acanthocephalus",1923,2,"not the first"
"4103","Acanthocephalus alabamensis","Acanthocephalus",NA,1,"not the first"
"4104","Acanthocephalus correalimai","Acanthocephalus",NA,1,"not the first"
"4105","Acanthocephalus saurius","Acanthocephalus",2003,1,"not the first"
"4106","Acanthocephalus tumescens","Acanthocephalus",1896,13,"not the first"
"4143","Acanthocephalus ula","Acanthocephalus",1989,1,"not the first"
"4144","Apororhynchus aculeatus","Apororhynchus",1931,1,"first"
"4145","Centrorhynchus tumidulus","Centrorhynchus",1819,2,"not the first"
"4147","Corynosoma arctocephali","Corynosoma",1984,20,"not the first"
"4167","Corynosoma australe","Corynosoma",1937,28,"not the first"
"4195","Echinorhynchus briconi","Echinorhynchus",1959,1,"not the first"
"4196","Echinorhynchus gomezi","Echinorhynchus",1949,1,"not the first"
"4197","Echinorhynchus jucundus","Echinorhynchus",1923,2,"not the first"
"4199","Echinorhynchus lutzi","Echinorhynchus",1891,1,"not the first"
"4200","Echinorhynchus oligacanthoides","Echinorhynchus",1819,1,"not the first"
"4201","Echinorhynchus paranensis","Echinorhynchus",1959,1,"not the first"
"4202","Echinorhynchus salobrensis","Echinorhynchus",1948,2,"not the first"
"4204","Gigantorhynchus echinodiscus","Gigantorhynchus",1851,2,"exclude"
"4206","Gorytocephalus talaensis","Gorytocephalus",1988,1,"not the first"
"4207","Gracilisentis variabilis","Gracilisentis",1856,5,"first"
"4213","Hamanniella carinii","Hamanniella",1916,2,"exclude"
"4215","Megapriapus ungriai","Megapriapus",1960,1,"exclude"
"4216","Neoechinorhynchus buttnerae","Neoechinorhynchus",1956,2,"not the first"
"4219","Neoechinorhynchus curemai","Neoechinorhynchus",1973,1,"not the first"
"4221","Neoechinorhynchus pimelodi","Neoechinorhynchus",NA,1,"not the first"
"4222","Neoechinorhynchus prochilodorum","Neoechinorhynchus",1971,1,"not the first"
"4223","Neoechinorhynchus villoldoi","Neoechinorhynchus",1992,1,"not the first"
"4224","Oligacanthorhynchus microcephalus","Oligacanthorhynchus",1819,1,"not the first"
"4225","Oncicola macrurae","Oncicola",1931,1,"not the first"
"4226","Oncicola paracampanulata","Oncicola",1963,1,"not the first"
"4227","Palliolisentis ornatus","Palliolisentis",1960,1,"first"
"4228","Palliolisentis polyonca","Palliolisentis",1973,1,"not the first"
"4229","Palliolisentis quinqueungulis","Palliolisentis",1960,2,"first"
"4231","Polyacanthorhynchus macrorhynchus","Polyacanthorhynchus",1856,1,"first"
"4232","Polyacanthorhynchus rhopalorhynchus","Polyacanthorhynchus",1856,3,"first"
"4235","Polymorphus cetaceus","Polymorphus",1942,4,"not the first"
"4239","Pomphorhynchus patagonicus","Pomphorhynchus",NA,9,"not the first"
"4248","Profilicollis antarcticus","Profilicollis",1985,8,"not the first"
"4256","Quadrigyrus brasiliensis","Quadrigyrus",1941,2,"not the first"
"4258","Quadrigyrus machadoi","Quadrigyrus",1983,3,"not the first"
"4261","Quadrigyrus nickoli","Quadrigyrus",1973,1,"not the first"
"4262","Quadrigyrus torquatus","Quadrigyrus",1920,6,"first"
"4268","Acanthocephaloides cyrusi","Acanthocephaloides",1988,3,"not the first"
"4271","Acanthogyrus tilapiae","Acanthogyrus",1948,37,"not the first"
"4311","Acanthosentis papilio","Acanthosentis",1974,1,"not the first"
"4312","Acanthosentis phillipi","Acanthosentis",1988,1,"not the first"
"4313","Centrorhynchus milvus","Centrorhynchus",1956,3,"not the first"
"4317","Echinopardalis atrata","Echinopardalis",1931,1,"exclude"
"4318","Mediorhynchus gallinarum","Mediorhynchus",1937,1,"not the first"
"4319","Moniliformis kalahariensis","Moniliformis",1931,2,"not the first"
"4321","Neoechinorhynchus africanus","Neoechinorhynchus",1970,5,"not the first"
"4326","Neoechinorhynchus ichthyobori","Neoechinorhynchus",1974,2,"not the first"
"4328","Neolacunisoma geraldschmidti","Neolacunisoma",1997,7,"exclude"
"4335","Oligacanthorhynchus kamerunensis","Oligacanthorhynchus",1931,1,"not the first"
"4336","Oncicola dimorpha","Oncicola",1931,1,"not the first"
"4337","Pachysentis ehrenbergi","Pachysentis",1931,1,"first"
"4338","Pachysentis procumbens","Pachysentis",1931,2,"first"
"4340","Paragorgorhynchus albertianum","Paragorgorhynchus",1957,5,"first"
"4345","Paragorgorhynchus aswanensis","Paragorgorhynchus",1990,5,"not the first"
"4350","Polyacanthorhynchus kenyensis","Polyacanthorhynchus",1967,4,"not the first"
"4354","Rhadinorhynchus horridus","Rhadinorhynchus",1912,4,"not the first"
"4358","Tenuisentis niloticus","Tenuisentis",1932,3,"exclude"
"4363","Acanthocephalus bufonis","Acanthocephalus",1903,5,"not the first"
"4377","Acanthogyrus acanthogyrus","Acanthogyrus",1927,3,"first"
"4387","Acanthogyrus guptai","Acanthogyrus",1976,1,"not the first"
"4388","Acanthosentis betwai","Acanthosentis",1959,2,"not the first"
"4390","Acanthosentis cameroni","Acanthosentis",1969,1,"not the first"
"4391","Acanthosentis dattai","Acanthosentis",1938,3,"first"
"4394","Acanthosentis giuris","Acanthosentis",1956,1,"not the first"
"4395","Acanthosentis golvani","Acanthosentis",1980,1,"not the first"
"4396","Acanthosentis hilsai","Acanthosentis",1963,1,"not the first"
"4397","Acanthosentis indica","Acanthosentis",1956,2,"not the first"
"4399","Acanthosentis indicus","Acanthosentis",1967,1,"not the first"
"4400","Acanthosentis putitorae","Acanthosentis",1988,1,"not the first"
"4401","Acanthosentis seenghalae","Acanthosentis",1988,1,"not the first"
"4402","Acanthosentis siamensis","Acanthosentis",1987,1,"not the first"
"4403","Acanthosentis sircari","Acanthosentis",1941,1,"not the first"
"4404","Acanthosentis thapari","Acanthosentis",1969,1,"not the first"
"4405","Bullockrhynchus indicus","Bullockrhynchus",1985,1,"exclude"
"4406","Cathayacanthus bagarii","Cathayacanthus",1989,1,"not the first"
"4407","Centrorhynchus batrachus","Centrorhynchus",1952,3,"not the first"
"4410","Centrorhynchus indicus","Centrorhynchus",1999,1,"not the first"
"4411","Centrorhynchus maryasis","Centrorhynchus",1933,1,"not the first"
"4412","Centrorhynchus nickoli","Centrorhynchus",2001,1,"not the first"
"4413","Centrorhynchus saxicoloides","Centrorhynchus",1984,1,"not the first"
"4414","Cleaveius durdanae","Cleaveius",1993,1,"not the first"
"4415","Cleaveius longirostris","Cleaveius",1989,4,"not the first"
"4419","Dendronucleata petruschewskii","Dendronucleata",1962,8,"first"
"4427","Devendrosentis garuai","Devendrosentis",1971,1,"exclude"
"4428","Echinorhynchus kushiroensis","Echinorhynchus",1921,1,"not the first"
"4429","Echinorhynchus rotundatus","Echinorhynchus",NA,1,"not the first"
"4430","Eosentis rigidus","Eosentis",1937,1,"exclude"
"4431","Farzandia ophiocephali","Farzandia",1930,1,"exclude"
"4432","Indorhynchus bilqeesae","Indorhynchus",1992,1,"not the first"
